wkr,party,partei,name,bezirk,wk_local,source
65,afd,AfD,Thomas Harder,10,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-5.pdf
65,bsw,BSW,Ina Seidel-Grothe,10,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-5.pdf
65,cdu,CDU/CSU,Katharina Günther-Wünsch,10,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-5.pdf
65,fdp,FDP,Peter Langer,10,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-5.pdf
65,gruene,GRÜNE,Manuela Neubert,10,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-5.pdf
65,linke,LINKE,Juliane Witt,10,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-5.pdf
65,spd,SPD,Dr. Luise Lehmann,10,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-5.pdf
66,afd,AfD,Jörn Geißler,10,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-6.pdf
66,bsw,BSW,Martin Mnich,10,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-6.pdf
66,cdu,CDU/CSU,Alexander Herrmann,10,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-6.pdf
66,fdp,FDP,Dominik Sussmann,10,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-6.pdf
66,gruene,GRÜNE,Gina Heinecke,10,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-6.pdf
66,linke,LINKE,Steffen Ostehr,10,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-6.pdf
66,spd,SPD,Jan Lehmann,10,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_10_Marzahn-Hellersdorf_10-6.pdf
67,afd,AfD,Stephan Knaute,11,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-1.pdf
67,bsw,BSW,Bastian Sieber,11,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-1.pdf
67,cdu,CDU/CSU,Danny Freymark,11,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-1.pdf
67,fdp,FDP,Christina Collin-Hoebel,11,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-1.pdf
67,gruene,GRÜNE,Tim Junge,11,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-1.pdf
67,linke,LINKE,Christoph Harting,11,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-1.pdf
67,spd,SPD,Klaus-Uwe Heinecke,11,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-1.pdf
68,afd,AfD,Marianne Kleinert,11,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-2.pdf
68,bsw,BSW,Johann Geißler,11,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-2.pdf
68,cdu,CDU/CSU,Dr. Martin Pätzold,11,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-2.pdf
68,fdp,FDP,Rico Apitz,11,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-2.pdf
68,gruene,GRÜNE,Kristin Otto,11,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-2.pdf
68,linke,LINKE,Toni Kraus,11,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-2.pdf
68,spd,SPD,Stefan Schenck,11,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-2.pdf
69,afd,AfD,Florian Beckert,11,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-3.pdf
69,bsw,BSW,Sarah Klipphahn,11,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-3.pdf
69,cdu,CDU/CSU,Dennis Haustein,11,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-3.pdf
69,fdp,FDP,Philip Schmidt,11,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-3.pdf
69,gruene,GRÜNE,Evan Vosberg,11,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-3.pdf
69,linke,LINKE,Claudia Engelmann,11,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-3.pdf
69,spd,SPD,Marie Scharfenberg,11,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-3.pdf
70,afd,AfD,Burkhard Knoll,11,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-4.pdf
70,bsw,BSW,Jürgen Hofmann,11,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-4.pdf
70,cdu,CDU/CSU,Lennart Birkenthal,11,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-4.pdf
70,fdp,FDP,Dr. Batuhan Temiz,11,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-4.pdf
70,gruene,GRÜNE,Philipp Ahrens,11,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-4.pdf
70,linke,LINKE,Antonio Leonhardt,11,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-4.pdf
70,spd,SPD,Tamara Lüdke,11,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-4.pdf
71,afd,AfD,Matthias Ebert,11,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-5.pdf
71,bsw,BSW,Torsten Holze,11,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-5.pdf
71,cdu,CDU/CSU,Sarah Ribbeck,11,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-5.pdf
71,fdp,FDP,Nora Zapf,11,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-5.pdf
71,gruene,GRÜNE,Dr. Stefan Taschner,11,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-5.pdf
71,linke,LINKE,Hendrikje Klein,11,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-5.pdf
71,spd,SPD,Marlon Bünck,11,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-5.pdf
72,afd,AfD,Dietmar Drewes,11,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-6.pdf
72,bsw,BSW,Norman Wolf,11,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-6.pdf
72,cdu,CDU/CSU,Lilia Usik,11,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-6.pdf
72,fdp,FDP,Joachim Schultheiß,11,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-6.pdf
72,gruene,GRÜNE,Daniela Ehlers,11,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-6.pdf
72,linke,LINKE,Julia Behrens,11,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-6.pdf
72,spd,SPD,René Pohle,11,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_11_Lichtenberg_11-6.pdf
73,afd,AfD,Marc-Philipp Bernicke,12,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-1.pdf
73,bsw,BSW,Ömer Aydoǧan,12,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-1.pdf
73,cdu,CDU/CSU,Burkard Dregger,12,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-1.pdf
73,fdp,FDP,Peter Dietze-Felberg,12,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-1.pdf
73,gruene,GRÜNE,Jelisaweta Kamm,12,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-1.pdf
73,linke,LINKE,Pilar Caballero Alvarez,12,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-1.pdf
73,spd,SPD,Bettina König,12,1,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-1.pdf
74,afd,AfD,Christopher Marcel Wiedenhaupt,12,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-2.pdf
74,bsw,BSW,Dr. Serkan Önel,12,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-2.pdf
74,cdu,CDU/CSU,Felix Schönebeck,12,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-2.pdf
74,fdp,FDP,Timo Bergemann,12,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-2.pdf
74,gruene,GRÜNE,Bogusz Schmidt,12,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-2.pdf
74,linke,LINKE,Jessica Gerke,12,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-2.pdf
74,spd,SPD,Laurence Stroedter,12,2,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-2.pdf
75,afd,AfD,Dr. Ralf-Günther Conradi,12,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-3.pdf
75,bsw,BSW,Bernd Staege,12,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-3.pdf
75,cdu,CDU/CSU,Niklas Graßelt,12,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-3.pdf
75,fdp,FDP,Dr. Dieter Schramm,12,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-3.pdf
75,gruene,GRÜNE,Marei Zylka,12,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-3.pdf
75,linke,LINKE,Robert Irmscher,12,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-3.pdf
75,spd,SPD,Samuel Märkt,12,3,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-3.pdf
76,afd,AfD,Rolf Wiedenhaupt,12,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-4.pdf
76,bsw,BSW,Hans-Hartmut Lenz,12,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-4.pdf
76,cdu,CDU/CSU,Tomasz Klon,12,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-4.pdf
76,fdp,FDP,David Jahn,12,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-4.pdf
76,gruene,GRÜNE,Georg Mensah,12,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-4.pdf
76,linke,LINKE,Sophia-Marie Dietrich,12,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-4.pdf
76,spd,SPD,Sven Meyer,12,4,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-4.pdf
77,afd,AfD,Carsten Ubbelohde,12,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-5.pdf
77,bsw,BSW,Christiane Wiemann,12,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-5.pdf
77,cdu,CDU/CSU,Matea Krolo,12,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-5.pdf
77,fdp,FDP,Andreas Otto,12,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-5.pdf
77,gruene,GRÜNE,Nico Wanke,12,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-5.pdf
77,linke,LINKE,Gülistan Erdil,12,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-5.pdf
77,spd,SPD,Sevda Boyraci,12,5,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-5.pdf
78,afd,AfD,Thomas Ruschin,12,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-6.pdf
78,bsw,BSW,Philipp Benjamin Erdmann,12,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-6.pdf
78,cdu,CDU/CSU,Richard Gamp,12,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-6.pdf
78,fdp,FDP,Dr. Wilfried Bernhardt,12,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-6.pdf
78,gruene,GRÜNE,Klara Josephine Schedlich,12,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-6.pdf
78,linke,LINKE,Ben Hennig,12,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-6.pdf
78,spd,SPD,Dr. Kai Kottenstede,12,6,https://www.wahlen-berlin.de/wahlen/BE2026/wahllokalsuche/Stimmzettel/Muster_AGH_12_Reinickendorf_12-6.pdf
