Wahl zum Landtag von Mecklenburg-Vorpommern am 20. September 2026
Zwischenergebnis der Gemeinden am 20.09.2026 um 20:40:40 Uhr - Stimmenanzahl der Parteien
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Beispiel: 13071751 - Briefwahlergebnis der Gemeinden des Amtes Demmin-Land (Amt 5151) / Die Partei "Handwerker Partei Deutschland" führt keine Kurzbezeichnung.
(c) Der Landeswahlleiter Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;SPD;AfD;CDU;Die Linke;GRÜNE;FDP;Tierschutzpartei;FREIE WÄHLER;Die PARTEI;PIRATEN;ÖDP;Bündnis C;BSW;Handwerker Partei Deutschland;KPD;PdF;Team Freiheit;Volt;WLD;LfK;Einzelbewerber
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;115;Waren (Müritz), Stadt;13071156;Waren (Müritz), Stadt;20;17;16785;10893;64,9;2;1,2;98,8;36,8;41,9;4,3;5,1;3,6;0,9;0,9;0,2;0,1;0,2;0,1;0,1;4,9;0,3;0,1;0,1;0,2;0,1;0,1;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071008;Beggerow;1;1;425;271;63,8;1;4;267;50;173;12;12;x;2;x;x;x;x;x;x;18;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071008;Beggerow;1;1;425;271;63,8;1;1,5;98,5;18,7;64,8;4,5;4,5;x;0,7;x;x;x;x;x;x;6,7;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071008;Beggerow;1;1;425;271;63,8;2;4;267;47;157;10;8;10;1;4;1;1;1;0;0;26;0;0;0;0;1;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071008;Beggerow;1;1;425;271;63,8;2;1,5;98,5;17,6;58,8;3,7;3,0;3,7;0,4;1,5;0,4;0,4;0,4;0,0;0,0;9,7;0,0;0,0;0,0;0,0;0,4;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071014;Borrentin;1;1;638;387;60,7;1;3;384;81;213;29;32;x;7;x;x;x;x;x;x;22;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071014;Borrentin;1;1;638;387;60,7;1;0,8;99,2;21,1;55,5;7,6;8,3;x;1,8;x;x;x;x;x;x;5,7;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071014;Borrentin;1;1;638;387;60,7;2;4;383;81;202;24;21;6;5;3;2;2;1;0;0;31;2;0;0;0;2;1;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071014;Borrentin;1;1;638;387;60,7;2;1,0;99,0;21,1;52,7;6,3;5,5;1,6;1,3;0,8;0,5;0,5;0,3;0,0;0,0;8,1;0,5;0,0;0,0;0,0;0,5;0,3;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071064;Hohenbollentin;1;1;93;62;66,7;1;0;62;18;32;9;1;x;0;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071064;Hohenbollentin;1;1;93;62;66,7;1;0,0;100,0;29,0;51,6;14,5;1,6;x;0,0;x;x;x;x;x;x;3,2;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071064;Hohenbollentin;1;1;93;62;66,7;2;0;62;16;30;3;2;3;1;1;0;0;1;0;0;3;0;2;0;0;0;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071064;Hohenbollentin;1;1;93;62;66,7;2;0,0;100,0;25,8;48,4;4,8;3,2;4,8;1,6;1,6;0,0;0,0;1,6;0,0;0,0;4,8;0,0;3,2;0,0;0,0;0,0;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071065;Hohenmocker;1;1;398;270;67,8;1;4;266;71;145;10;20;x;4;x;x;x;x;x;x;16;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071065;Hohenmocker;1;1;398;270;67,8;1;1,5;98,5;26,7;54,5;3,8;7,5;x;1,5;x;x;x;x;x;x;6,0;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071065;Hohenmocker;1;1;398;270;67,8;2;4;266;69;135;12;13;6;3;11;0;0;0;0;0;13;2;1;0;1;0;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071065;Hohenmocker;1;1;398;270;67,8;2;1,5;98,5;25,9;50,8;4,5;4,9;2,3;1,1;4,1;0,0;0,0;0,0;0,0;0,0;4,9;0,8;0,4;0,0;0,4;0,0;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071072;Kentzlin;1;1;164;126;76,8;1;4;122;45;53;7;12;x;0;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071072;Kentzlin;1;1;164;126;76,8;1;3,2;96,8;36,9;43,4;5,7;9,8;x;0,0;x;x;x;x;x;x;4,1;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071072;Kentzlin;1;1;164;126;76,8;2;5;121;43;53;4;8;2;0;2;1;0;0;0;0;6;1;0;0;0;0;1;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071072;Kentzlin;1;1;164;126;76,8;2;4,0;96,0;35,5;43,8;3,3;6,6;1,7;0,0;1,7;0,8;0,0;0,0;0,0;0,0;5,0;0,8;0,0;0,0;0,0;0,0;0,8;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071076;Kletzin;2;2;598;394;65,9;1;5;389;93;243;20;14;x;5;x;x;x;x;x;x;14;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071076;Kletzin;2;2;598;394;65,9;1;1,3;98,7;23,9;62,5;5,1;3,6;x;1,3;x;x;x;x;x;x;3,6;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071076;Kletzin;2;2;598;394;65,9;2;3;391;90;228;14;13;10;6;1;2;1;0;0;0;22;0;0;1;0;2;1;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071076;Kletzin;2;2;598;394;65,9;2;0,8;99,2;23,0;58,3;3,6;3,3;2,6;1,5;0,3;0,5;0,3;0,0;0,0;0,0;5,6;0,0;0,0;0,3;0,0;0,5;0,3;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071089;Lindenberg;1;1;181;119;65,7;1;3;116;33;65;5;8;x;2;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071089;Lindenberg;1;1;181;119;65,7;1;2,5;97,5;28,4;56,0;4,3;6,9;x;1,7;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071089;Lindenberg;1;1;181;119;65,7;2;3;116;34;64;4;1;8;0;1;0;0;0;0;0;4;0;0;0;0;0;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071089;Lindenberg;1;1;181;119;65,7;2;2,5;97,5;29,3;55,2;3,4;0,9;6,9;0,0;0,9;0,0;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071096;Meesiger;1;1;192;130;67,7;1;1;129;43;65;7;5;x;3;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071096;Meesiger;1;1;192;130;67,7;1;0,8;99,2;33,3;50,4;5,4;3,9;x;2,3;x;x;x;x;x;x;4,7;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071096;Meesiger;1;1;192;130;67,7;2;1;129;45;62;3;2;3;0;2;0;0;0;0;0;10;0;0;0;2;0;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071096;Meesiger;1;1;192;130;67,7;2;0,8;99,2;34,9;48,1;2,3;1,6;2,3;0,0;1,6;0,0;0,0;0,0;0,0;0,0;7,8;0,0;0,0;0,0;1,6;0,0;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071112;Nossendorf;1;1;553;382;69,1;1;1;381;78;266;16;9;x;1;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071112;Nossendorf;1;1;553;382;69,1;1;0,3;99,7;20,5;69,8;4,2;2,4;x;0,3;x;x;x;x;x;x;2,9;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071112;Nossendorf;1;1;553;382;69,1;2;3;379;73;257;12;10;10;1;0;0;0;0;0;0;14;1;1;0;0;0;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071112;Nossendorf;1;1;553;382;69,1;2;0,8;99,2;19,3;67,8;3,2;2,6;2,6;0,3;0,0;0,0;0,0;0,0;0,0;0,0;3,7;0,3;0,3;0,0;0,0;0,0;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071128;Sarow;1;1;555;359;64,7;1;3;356;113;183;19;17;x;4;x;x;x;x;x;x;20;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071128;Sarow;1;1;555;359;64,7;1;0,8;99,2;31,7;51,4;5,3;4,8;x;1,1;x;x;x;x;x;x;5,6;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071128;Sarow;1;1;555;359;64,7;2;2;357;115;171;14;15;4;3;2;3;0;1;0;1;21;5;0;0;0;1;1;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071128;Sarow;1;1;555;359;64,7;2;0,6;99,4;32,2;47,9;3,9;4,2;1,1;0,8;0,6;0,8;0,0;0,3;0,0;0,3;5,9;1,4;0,0;0,0;0,0;0,3;0,3;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071131;Schönfeld;1;1;315;242;76,8;1;2;240;60;144;8;20;x;0;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071131;Schönfeld;1;1;315;242;76,8;1;0,8;99,2;25,0;60,0;3,3;8,3;x;0,0;x;x;x;x;x;x;3,3;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071131;Schönfeld;1;1;315;242;76,8;2;2;240;55;139;10;18;4;1;0;0;0;1;0;0;12;0;0;0;0;0;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071131;Schönfeld;1;1;315;242;76,8;2;0,8;99,2;22,9;57,9;4,2;7,5;1,7;0,4;0,0;0,0;0,0;0,4;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;393;260;66,2;1;2;258;62;153;5;22;x;3;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;393;260;66,2;1;0,8;99,2;24,0;59,3;1,9;8,5;x;1,2;x;x;x;x;x;x;5,0;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;393;260;66,2;2;2;258;62;148;7;13;2;4;3;3;0;0;0;0;14;2;0;0;0;0;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;393;260;66,2;2;0,8;99,2;24,0;57,4;2,7;5,0;0,8;1,6;1,2;1,2;0,0;0,0;0,0;0,0;5,4;0,8;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071139;Sommersdorf;1;1;228;162;71,1;1;0;162;54;71;5;20;x;2;x;x;x;x;x;x;10;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071139;Sommersdorf;1;1;228;162;71,1;1;0,0;100,0;33,3;43,8;3,1;12,3;x;1,2;x;x;x;x;x;x;6,2;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071139;Sommersdorf;1;1;228;162;71,1;2;0;162;49;67;6;14;10;1;0;1;3;2;1;0;6;0;0;0;2;0;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071139;Sommersdorf;1;1;228;162;71,1;2;0,0;100,0;30,2;41,4;3,7;8,6;6,2;0,6;0,0;0,6;1,9;1,2;0,6;0,0;3,7;0,0;0,0;0,0;1,2;0,0;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071148;Utzedel;1;1;365;200;54,8;1;2;198;44;114;24;6;x;1;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071148;Utzedel;1;1;365;200;54,8;1;1,0;99,0;22,2;57,6;12,1;3,0;x;0,5;x;x;x;x;x;x;4,5;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071148;Utzedel;1;1;365;200;54,8;2;2;198;49;110;22;3;1;2;2;0;0;0;0;0;9;0;0;0;0;0;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071148;Utzedel;1;1;365;200;54,8;2;1,0;99,0;24,7;55,6;11,1;1,5;0,5;1,0;1,0;0,0;0,0;0,0;0,0;0,0;4,5;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071150;Verchen;1;1;351;232;66,1;1;4;228;74;112;19;12;x;3;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071150;Verchen;1;1;351;232;66,1;1;1,7;98,3;32,5;49,1;8,3;5,3;x;1,3;x;x;x;x;x;x;3,5;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071150;Verchen;1;1;351;232;66,1;2;2;230;76;109;15;14;2;2;1;1;0;0;0;0;10;0;0;0;0;0;0;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071150;Verchen;1;1;351;232;66,1;2;0,9;99,1;33,0;47,4;6,5;6,1;0,9;0,9;0,4;0,4;0,0;0,0;0,0;0,0;4,3;0,0;0,0;0,0;0,0;0,0;0,0;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071157;Warrenzin;1;1;323;210;65,0;1;5;205;39;130;13;9;x;1;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071157;Warrenzin;1;1;323;210;65,0;1;2,4;97,6;19,0;63,4;6,3;4,4;x;0,5;x;x;x;x;x;x;6,3;x;x;x;x;x;x;x;x
20.09.2026 20:40:40;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071157;Warrenzin;1;1;323;210;65,0;2;5;205;38;125;11;10;1;1;5;0;1;0;0;1;10;1;0;0;1;0;0;x;x
