Wahl zum Landtag von Mecklenburg-Vorpommern am 20. September 2026
Zwischenergebnis der Wahlbezirke am 20.09.2026 um 20:45:37 Uhr - Stimmenanzahl der Parteien
Die Partei "Handwerker Partei Deutschland" führt keine Kurzbezeichnung.
(c) Der Landeswahlleiter Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Wahlkreis;Wahlkreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirk;Wahlbezirksname;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;SPD;AfD;CDU;Die Linke;GRÜNE;FDP;Tierschutzpartei;FREIE WÄHLER;Die PARTEI;PIRATEN;ÖDP;Bündnis C;BSW;Handwerker Partei Deutschland;KPD;PdF;Team Freiheit;Volt;WLD;LfK;Einzelbewerber
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;3;3/Rostock;1299;661;50,9;2;6;655;235;237;49;31;63;2;2;0;1;0;0;0;30;3;0;0;0;2;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;3;3/Rostock;1299;661;50,9;2;0,9;99,1;35,9;36,2;7,5;4,7;9,6;0,3;0,3;0,0;0,2;0,0;0,0;0,0;4,6;0,5;0,0;0,0;0,0;0,3;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;4;4/Rostock;1225;671;54,8;1;16;655;260;226;69;36;25;13;x;x;x;x;x;x;26;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;4;4/Rostock;1225;671;54,8;1;2,4;97,6;39,7;34,5;10,5;5,5;3,8;2,0;x;x;x;x;x;x;4,0;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;4;4/Rostock;1225;671;54,8;2;12;659;233;212;70;35;40;12;7;3;0;0;0;1;38;0;3;0;1;3;1;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;4;4/Rostock;1225;671;54,8;2;1,8;98,2;35,4;32,2;10,6;5,3;6,1;1,8;1,1;0,5;0,0;0,0;0,0;0,2;5,8;0,0;0,5;0,0;0,2;0,5;0,2;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;5;5/Rostock;1418;755;53,2;1;17;738;294;286;47;46;28;5;x;x;x;x;x;x;32;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;5;5/Rostock;1418;755;53,2;1;2,3;97,7;39,8;38,8;6,4;6,2;3,8;0,7;x;x;x;x;x;x;4,3;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;5;5/Rostock;1418;755;53,2;2;14;741;277;272;44;45;45;7;7;2;1;0;0;0;37;1;0;0;1;2;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;5;5/Rostock;1418;755;53,2;2;1,9;98,1;37,4;36,7;5,9;6,1;6,1;0,9;0,9;0,3;0,1;0,0;0,0;0,0;5,0;0,1;0,0;0,0;0,1;0,3;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;6;6/Rostock;1309;695;53,1;1;13;682;297;226;54;34;32;7;x;x;x;x;x;x;32;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;6;6/Rostock;1309;695;53,1;1;1,9;98,1;43,5;33,1;7,9;5,0;4,7;1,0;x;x;x;x;x;x;4,7;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;6;6/Rostock;1309;695;53,1;2;6;689;285;209;46;30;54;5;6;4;3;0;0;0;43;2;1;0;1;0;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;6;6/Rostock;1309;695;53,1;2;0,9;99,1;41,4;30,3;6,7;4,4;7,8;0,7;0,9;0,6;0,4;0,0;0,0;0,0;6,2;0,3;0,1;0,0;0,1;0,0;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;21;21/Rostock;1180;674;57,1;1;7;667;247;261;38;45;25;13;x;x;x;x;x;x;38;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;21;21/Rostock;1180;674;57,1;1;1,0;99,0;37,0;39,1;5,7;6,7;3,7;1,9;x;x;x;x;x;x;5,7;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;21;21/Rostock;1180;674;57,1;2;5;669;250;250;32;28;45;10;5;2;1;0;0;0;40;2;1;1;1;1;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;21;21/Rostock;1180;674;57,1;2;0,7;99,3;37,4;37,4;4,8;4,2;6,7;1,5;0,7;0,3;0,1;0,0;0,0;0,0;6,0;0,3;0,1;0,1;0,1;0,1;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;41;41/Rostock;1307;718;54,9;1;6;712;298;253;28;69;27;8;x;x;x;x;x;x;29;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;41;41/Rostock;1307;718;54,9;1;0,8;99,2;41,9;35,5;3,9;9,7;3,8;1,1;x;x;x;x;x;x;4,1;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;41;41/Rostock;1307;718;54,9;2;5;713;286;248;23;67;37;7;4;0;1;4;0;0;30;1;1;1;2;1;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;41;41/Rostock;1307;718;54,9;2;0,7;99,3;40,1;34,8;3,2;9,4;5,2;1,0;0,6;0,0;0,1;0,6;0,0;0,0;4,2;0,1;0,1;0,1;0,3;0,1;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;42;42/Rostock;1309;686;52,4;1;10;676;281;257;38;46;23;7;x;x;x;x;x;x;24;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;42;42/Rostock;1309;686;52,4;1;1,5;98,5;41,6;38,0;5,6;6,8;3,4;1,0;x;x;x;x;x;x;3,6;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;42;42/Rostock;1309;686;52,4;2;8;678;263;235;38;51;32;5;8;2;1;0;1;1;36;2;0;1;1;1;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;42;42/Rostock;1309;686;52,4;2;1,2;98,8;38,8;34,7;5,6;7,5;4,7;0,7;1,2;0,3;0,1;0,0;0,1;0,1;5,3;0,3;0,0;0,1;0,1;0,1;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;43;43/Rostock;1295;685;52,9;1;9;676;228;298;19;70;20;6;x;x;x;x;x;x;35;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;43;43/Rostock;1295;685;52,9;1;1,3;98,7;33,7;44,1;2,8;10,4;3,0;0,9;x;x;x;x;x;x;5,2;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;43;43/Rostock;1295;685;52,9;2;8;677;216;283;16;64;26;7;9;1;1;0;0;3;42;5;3;0;0;1;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;43;43/Rostock;1295;685;52,9;2;1,2;98,8;31,9;41,8;2,4;9,5;3,8;1,0;1,3;0,1;0,1;0,0;0,0;0,4;6,2;0,7;0,4;0,0;0,0;0,1;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;44;44/Rostock;1136;489;43,0;1;9;480;196;176;14;55;14;8;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;44;44/Rostock;1136;489;43,0;1;1,8;98,2;40,8;36,7;2,9;11,5;2,9;1,7;x;x;x;x;x;x;3,5;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;44;44/Rostock;1136;489;43,0;2;9;480;184;162;15;60;16;4;7;2;0;2;0;2;22;2;1;0;0;0;1;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;44;44/Rostock;1136;489;43,0;2;1,8;98,2;38,3;33,8;3,1;12,5;3,3;0,8;1,5;0,4;0,0;0,4;0,0;0,4;4,6;0,4;0,2;0,0;0,0;0,0;0,2;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;45;45/Rostock;1262;608;48,2;1;8;600;210;231;40;55;19;7;x;x;x;x;x;x;38;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;45;45/Rostock;1262;608;48,2;1;1,3;98,7;35,0;38,5;6,7;9,2;3,2;1,2;x;x;x;x;x;x;6,3;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;45;45/Rostock;1262;608;48,2;2;8;600;208;219;31;52;25;5;11;2;1;0;0;0;38;3;0;0;3;1;1;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;45;45/Rostock;1262;608;48,2;2;1,3;98,7;34,7;36,5;5,2;8,7;4,2;0,8;1,8;0,3;0,2;0,0;0,0;0,0;6,3;0,5;0,0;0,0;0,5;0,2;0,2;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;46;46/Rostock;963;549;57,0;1;9;540;189;241;12;48;9;9;x;x;x;x;x;x;32;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;46;46/Rostock;963;549;57,0;1;1,6;98,4;35,0;44,6;2,2;8,9;1,7;1,7;x;x;x;x;x;x;5,9;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;46;46/Rostock;963;549;57,0;2;8;541;182;227;18;49;16;1;5;1;0;1;0;0;33;2;1;1;0;3;1;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;46;46/Rostock;963;549;57,0;2;1,5;98,5;33,6;42,0;3,3;9,1;3,0;0,2;0,9;0,2;0,0;0,2;0,0;0,0;6,1;0,4;0,2;0,2;0,0;0,6;0,2;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;47;47/Rostock;1256;584;46,5;1;3;581;186;272;17;54;21;6;x;x;x;x;x;x;25;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;47;47/Rostock;1256;584;46,5;1;0,5;99,5;32,0;46,8;2,9;9,3;3,6;1,0;x;x;x;x;x;x;4,3;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;47;47/Rostock;1256;584;46,5;2;4;580;170;256;12;55;24;1;10;3;2;3;1;0;36;0;2;1;2;2;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;47;47/Rostock;1256;584;46,5;2;0,7;99,3;29,3;44,1;2,1;9,5;4,1;0,2;1,7;0,5;0,3;0,5;0,2;0,0;6,2;0,0;0,3;0,2;0,3;0,3;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;48;48/Rostock;1616;869;53,8;1;12;857;298;390;14;79;24;11;x;x;x;x;x;x;41;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;48;48/Rostock;1616;869;53,8;1;1,4;98,6;34,8;45,5;1,6;9,2;2,8;1,3;x;x;x;x;x;x;4,8;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;48;48/Rostock;1616;869;53,8;2;7;862;293;365;15;72;31;7;13;1;3;2;1;1;48;5;2;0;1;1;1;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;48;48/Rostock;1616;869;53,8;2;0,8;99,2;34,0;42,3;1,7;8,4;3,6;0,8;1,5;0,1;0,3;0,2;0,1;0,1;5,6;0,6;0,2;0,0;0,1;0,1;0,1;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;49;49/Rostock;1026;543;52,9;1;9;534;156;258;15;51;24;5;x;x;x;x;x;x;25;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;49;49/Rostock;1026;543;52,9;1;1,7;98,3;29,2;48,3;2,8;9,6;4,5;0,9;x;x;x;x;x;x;4,7;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;49;49/Rostock;1026;543;52,9;2;7;536;159;246;10;55;22;2;5;1;4;5;1;0;25;0;0;0;0;1;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;49;49/Rostock;1026;543;52,9;2;1,3;98,7;29,7;45,9;1,9;10,3;4,1;0,4;0,9;0,2;0,7;0,9;0,2;0,0;4,7;0,0;0,0;0,0;0,0;0,2;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;61;61/Rostock;1195;633;53,0;1;9;624;225;279;14;52;18;3;x;x;x;x;x;x;33;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;61;61/Rostock;1195;633;53,0;1;1,4;98,6;36,1;44,7;2,2;8,3;2,9;0,5;x;x;x;x;x;x;5,3;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;61;61/Rostock;1195;633;53,0;2;6;627;216;271;13;42;26;2;10;3;1;3;0;0;37;1;0;0;0;2;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;61;61/Rostock;1195;633;53,0;2;0,9;99,1;34,4;43,2;2,1;6,7;4,1;0,3;1,6;0,5;0,2;0,5;0,0;0,0;5,9;0,2;0,0;0,0;0,0;0,3;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;62;62/Rostock;1276;638;50,0;1;10;628;235;261;28;55;13;5;x;x;x;x;x;x;31;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;62;62/Rostock;1276;638;50,0;1;1,6;98,4;37,4;41,6;4,5;8,8;2,1;0,8;x;x;x;x;x;x;4,9;x;x;x;x;x;x;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;62;62/Rostock;1276;638;50,0;2;4;634;219;255;20;59;24;4;4;0;2;2;0;0;37;3;2;0;1;2;0;x;x
20.09.2026 20:45:37;P;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;62;62/Rostock;1276;638;50,0;2;0,6;99,4;34,5;40,2;3,2;9,3;3,8;0,6;0,6;0,0;0,3;0,3;0,0;0,0;5,8;0,5;0,3;0,0;0,2;0,3;0,0;x;x
20.09.2026 20:45:37;A;3;Rostock, Hanse- und Universitätsstadt;4;Hansestadt Rostock I;1;Rostock, Hanse- und Universitätsstadt;13003000;Rostock, Hanse- und Universitätsstadt;63;63/Rostock;863;362;41,9;1;7;355;131;147;19;30;8;1;x;x;x;x;x;x;19;x;x;x;x;x;x;x;x
