adresse,bezirk,art,wkr,gueltig,wber,truth_spd,base_spd,truth_cdu,base_cdu,truth_gruene,base_gruene,truth_linke,base_linke,truth_afd,base_afd,truth_fdp,base_fdp,truth_others,base_others
08B5A,08,B,53,212.0,0.0,23.113,22.87,31.604,21.525,16.509,16.592,7.075,10.762,7.075,12.108,4.717,6.726,9.906,9.417
08B5AA,08,B,53,266.0,0.0,25.94,22.353,29.323,22.353,18.421,16.078,6.015,10.98,4.135,12.549,6.391,7.059,9.774,8.627
08B5AB,08,B,53,315.0,0.0,30.476,23.305,30.476,21.186,17.778,16.525,5.397,11.017,5.079,12.288,5.079,6.78,5.714,8.898
08B5AC,08,B,53,291.0,0.0,36.082,22.523,24.399,21.171,19.244,16.667,6.873,11.261,4.467,12.162,1.718,6.757,7.216,9.459
08B5B,08,B,53,304.0,0.0,34.211,23.81,40.461,21.429,8.882,16.27,3.618,10.714,4.605,12.302,2.961,6.746,5.263,8.73
08B5C,08,B,53,296.0,0.0,29.392,23.109,32.432,21.429,17.568,15.966,6.081,10.924,5.068,12.185,3.716,7.143,5.743,9.244
08B5D,08,B,53,515.0,0.0,26.214,23.42,41.553,22.677,5.437,15.242,5.243,10.037,8.155,13.011,4.272,7.435,9.126,8.178
08B5E,08,B,53,290.0,0.0,29.31,24.296,33.448,21.831,7.241,16.197,4.828,10.211,12.414,12.676,2.414,6.69,10.345,8.099
08B5F,08,B,53,513.0,0.0,26.706,22.689,45.029,22.269,13.84,15.966,1.559,10.504,2.339,12.605,7.212,7.143,3.314,8.824
08B5G,08,B,53,393.0,0.0,22.646,22.609,45.802,22.174,10.178,16.522,4.835,10.87,6.87,12.174,4.326,6.957,5.344,8.696
08B5H,08,B,53,290.0,0.0,31.034,22.511,37.931,22.078,4.138,16.45,1.379,10.823,11.724,12.554,3.448,6.926,10.345,8.658
08B5I,08,B,53,305.0,0.0,28.525,22.785,48.525,22.363,3.934,16.034,1.967,10.549,8.852,12.658,2.295,7.173,5.902,8.439
08B5J,08,B,53,322.0,0.0,21.118,22.511,49.689,22.511,5.901,16.017,2.484,10.823,9.006,12.554,6.211,6.926,5.59,8.658
08B5K,08,B,53,326.0,0.0,24.54,22.845,46.626,22.414,8.589,15.948,3.067,10.776,7.055,12.5,4.908,6.897,5.215,8.621
08B5L,08,B,53,386.0,0.0,21.244,22.977,46.114,25.243,6.736,14.239,3.627,9.061,10.363,13.269,4.663,8.414,7.254,6.796
08B5M,08,B,53,296.0,0.0,24.662,22.807,44.257,22.368,5.743,16.228,2.703,10.965,8.446,12.281,6.081,7.018,8.108,8.333
08B5N,08,B,53,366.0,0.0,28.142,23.013,50.546,23.013,4.645,15.9,2.732,10.46,5.738,12.552,5.191,7.113,3.005,7.95
08B5P,08,B,53,326.0,0.0,26.994,22.541,50.0,22.951,5.828,15.984,1.534,10.246,5.521,12.705,3.374,7.787,6.748,7.787
08B5Q,08,B,53,373.0,0.0,20.375,22.764,52.279,23.171,7.507,15.854,2.681,10.163,4.558,12.602,6.971,7.724,5.63,7.724
08B5R,08,B,53,536.0,0.0,27.052,22.917,43.843,24.306,8.396,14.931,1.306,9.375,7.836,13.542,4.851,7.292,6.716,7.639
08B5S,08,B,53,257.0,0.0,25.681,22.222,47.082,21.759,7.782,16.667,2.724,11.111,4.669,12.5,5.837,6.944,6.226,8.796
08B5T,08,B,53,412.0,0.0,31.068,22.419,40.291,24.484,6.311,13.864,2.913,8.85,8.738,14.454,2.427,7.375,8.252,8.555
08B5U,08,B,53,245.0,0.0,22.041,22.326,48.163,21.86,4.49,16.744,1.224,11.163,9.796,12.093,5.714,6.977,8.571,8.837
08B5V,08,B,53,287.0,0.0,27.526,22.269,45.645,22.269,5.923,15.966,2.091,10.504,5.923,13.025,4.878,7.143,8.014,8.824
08B5W,08,B,53,505.0,0.0,24.554,22.727,44.554,24.242,5.941,15.152,2.178,9.848,11.683,12.879,4.95,7.197,6.139,7.955
08B5X,08,B,53,443.0,0.0,27.088,23.775,48.984,26.225,5.869,12.255,2.709,8.578,8.126,13.971,2.935,8.333,4.289,6.863
08B5Y,08,B,53,259.0,0.0,20.463,22.747,49.421,22.747,5.405,15.88,3.089,10.73,9.653,12.446,2.317,7.296,9.653,8.155
08B5Z,08,B,53,195.0,0.0,24.615,22.172,48.205,22.172,7.179,16.29,3.59,11.312,6.667,12.217,3.077,7.24,6.667,8.597
08B6A,08,B,54,325.0,0.0,23.692,22.553,51.077,23.404,4.923,15.319,4.923,10.638,6.154,12.34,4.615,7.66,4.615,8.085
08B6AA,08,B,54,293.0,0.0,23.891,22.374,59.386,22.831,3.072,15.982,2.389,10.959,3.754,11.872,3.754,7.306,3.754,8.676
08B6B,08,B,54,291.0,0.0,28.179,22.271,43.643,23.144,7.56,15.721,2.062,10.917,7.216,12.227,5.842,7.424,5.498,8.297
08B6C,08,B,54,249.0,0.0,26.104,22.477,47.791,22.477,5.221,16.055,5.622,11.009,4.819,11.927,4.016,7.339,6.426,8.716
08B6D,08,B,54,535.0,0.0,27.664,23.194,45.234,24.715,5.047,14.449,1.682,9.506,7.664,13.308,5.421,7.605,7.29,7.224
08B6E,08,B,54,478.0,0.0,26.987,22.807,44.77,25.263,5.021,14.386,2.092,9.123,7.741,13.333,4.812,7.719,8.577,7.368
08B6F,08,B,54,276.0,0.0,31.522,22.458,42.754,23.305,6.159,15.678,0.0,10.593,8.696,12.288,5.435,7.627,5.435,8.051
08B6G,08,B,54,265.0,0.0,20.0,22.273,55.094,22.727,3.396,16.364,2.642,10.909,4.906,11.818,4.151,7.273,9.811,8.636
08B6H,08,B,54,157.0,0.0,21.019,22.685,39.49,21.759,9.554,16.667,8.28,11.111,11.465,12.037,3.185,6.944,7.006,8.796
08B6I,08,B,54,224.0,0.0,29.911,21.901,48.214,23.967,5.357,15.702,2.232,10.331,8.929,12.81,1.786,7.438,3.571,7.851
08B6J,08,B,54,451.0,0.0,24.834,22.222,45.898,22.685,8.204,16.667,2.661,11.111,6.652,12.037,3.769,6.944,7.982,8.333
08B6K,08,B,54,429.0,0.0,23.077,22.179,47.786,24.514,4.429,14.786,2.797,10.117,11.888,13.23,3.497,7.393,6.527,7.782
08B6L,08,B,54,343.0,0.0,25.073,22.3,43.44,25.087,7.58,14.286,2.041,9.408,9.038,13.589,4.373,8.014,8.455,7.317
08B6M,08,B,54,546.0,0.0,27.106,22.266,46.886,24.609,6.41,15.625,3.297,10.156,7.143,12.891,4.579,7.422,4.579,7.031
08B6N,08,B,54,429.0,0.0,28.904,23.051,42.424,25.424,6.294,13.898,3.03,9.153,6.294,13.559,4.429,7.458,8.625,7.458
08B6P,08,B,54,478.0,0.0,25.941,22.593,47.908,25.556,5.439,14.815,2.301,9.63,6.904,13.333,3.975,7.407,7.531,6.667
08B6Q,08,B,54,294.0,0.0,33.673,22.892,37.415,23.695,4.762,15.261,3.401,10.04,11.565,12.851,4.762,7.631,4.422,7.631
08B6R,08,B,54,351.0,0.0,25.356,22.222,50.712,22.685,6.838,16.667,1.14,11.111,7.692,12.037,4.558,6.944,3.704,8.333
08B6S,08,B,54,357.0,0.0,22.689,21.963,47.619,22.43,5.882,16.822,3.081,11.215,8.964,12.15,4.202,7.009,7.563,8.411
08B6T,08,B,54,258.0,0.0,23.256,22.078,44.186,23.377,9.69,16.017,1.938,10.823,8.915,12.554,5.814,7.359,6.202,7.792
08B6U,08,B,54,263.0,0.0,22.814,22.222,51.711,23.111,9.886,16.444,0.76,11.111,5.703,12.444,3.802,7.111,5.323,7.556
08B6V,08,B,54,291.0,0.0,19.244,22.363,54.639,23.629,5.155,16.034,4.467,10.549,5.155,12.658,3.78,7.595,7.56,7.173
08B6W,08,B,54,341.0,0.0,21.994,22.222,52.493,23.111,6.745,16.444,4.106,11.111,3.812,12.444,5.865,7.111,4.985,7.556
08B6X,08,B,54,358.0,0.0,23.464,22.477,45.81,22.477,8.101,16.514,1.676,11.009,7.821,12.385,7.263,7.339,5.866,7.798
08B6Y,08,B,54,444.0,0.0,30.405,24.219,36.261,23.828,4.955,14.844,3.604,10.156,10.811,13.672,4.279,7.422,9.685,5.859
08B6Z,08,B,54,302.0,0.0,24.834,24.046,44.371,23.664,4.967,14.885,1.656,10.305,11.921,12.977,1.656,7.252,10.596,6.87
08W101,08,W,49,311.0,1004.0,15.756,17.416,10.289,4.682,32.797,34.644,28.617,25.094,2.251,3.184,1.608,2.622,8.682,12.36
08W102,08,W,49,368.0,1081.0,16.848,17.137,7.88,4.52,36.141,35.028,25.815,23.54,2.446,4.52,1.087,3.013,9.783,12.241
08W103,08,W,49,376.0,1027.0,12.766,17.91,7.979,5.41,44.947,34.888,20.479,24.627,3.457,4.291,1.596,2.052,8.777,10.821
08W104,08,W,49,328.0,995.0,15.244,17.877,7.317,4.842,38.72,37.803,28.354,22.905,1.22,3.352,1.22,2.607,7.927,10.615
08W105,08,W,49,373.0,1018.0,12.064,17.97,8.043,4.228,37.802,34.461,28.954,23.89,2.949,4.863,1.34,1.903,8.847,12.685
08W106,08,W,49,415.0,1033.0,11.084,14.643,13.494,8.214,33.012,35.714,27.47,23.929,1.446,6.964,1.205,2.857,12.289,7.679
08W107,08,W,49,398.0,1044.0,11.055,16.212,4.774,4.266,39.196,32.765,30.402,26.451,3.769,5.802,0.251,1.877,10.553,12.628
08W108,08,W,49,315.0,991.0,14.286,17.881,6.984,5.298,40.635,32.45,27.302,23.4,0.952,6.623,1.905,1.987,7.937,12.362
08W109,08,W,49,332.0,1021.0,11.145,19.703,8.133,4.237,35.542,28.602,26.807,27.754,3.916,5.932,2.41,2.754,12.048,11.017
08W110,08,W,49,340.0,1001.0,13.529,16.736,12.941,7.741,39.706,34.31,21.471,24.059,2.059,5.649,1.765,2.301,8.529,9.205
08W111,08,W,49,305.0,959.0,12.787,18.908,10.82,5.042,39.344,31.513,23.934,24.37,2.951,6.513,2.623,2.941,7.541,10.714
08W112,08,W,49,294.0,1137.0,15.646,16.524,10.884,6.652,31.973,27.253,23.469,25.322,5.442,9.657,1.361,2.146,11.224,12.446
08W113,08,W,49,355.0,1046.0,10.986,17.553,6.479,4.787,33.521,31.738,32.676,26.241,4.789,5.851,1.127,1.596,10.423,12.234
08W114,08,W,49,303.0,988.0,14.851,19.214,5.281,5.24,39.274,29.913,25.083,25.328,2.31,5.895,1.32,2.183,11.881,12.227
08W115,08,W,49,335.0,974.0,14.627,18.04,11.343,6.013,28.955,27.84,30.746,24.944,2.388,7.572,2.09,2.895,9.851,12.695
08W116,08,W,49,310.0,1127.0,13.548,16.507,6.774,4.798,35.484,31.286,31.613,27.447,2.581,5.758,0.968,1.919,9.032,12.284
08W117,08,W,49,384.0,1066.0,13.802,16.555,10.156,6.711,29.427,28.412,33.073,25.503,2.865,8.501,1.823,2.013,8.854,12.304
08W118,08,W,49,360.0,983.0,13.056,17.623,11.389,6.762,30.556,25.41,28.056,25.41,5.833,9.016,1.667,3.074,9.444,12.705
08W119,08,W,49,302.0,1048.0,14.238,16.424,6.954,4.99,34.768,30.353,29.801,28.898,3.974,6.445,2.649,1.455,7.616,11.435
08W120,08,W,49,362.0,1040.0,12.155,17.333,9.945,4.952,34.53,29.333,28.177,26.476,1.934,6.476,1.381,2.286,11.878,13.143
08W121,08,W,49,349.0,1094.0,17.192,17.995,9.456,7.289,28.367,28.246,25.501,25.968,6.304,6.834,1.433,2.278,11.748,11.39
08W122,08,W,49,272.0,872.0,16.176,20.982,10.662,3.795,28.309,28.795,24.632,25.0,5.515,6.25,2.206,2.009,12.5,13.17
08W123,08,W,49,290.0,1049.0,19.31,21.316,20.69,13.684,17.586,14.474,14.483,14.474,12.414,15.526,4.138,5.789,11.379,14.737
08W124,08,W,49,346.0,926.0,17.052,23.158,7.225,3.368,32.948,26.316,30.347,24.632,1.734,7.158,0.867,1.895,9.827,13.474
08W125,08,W,49,351.0,1060.0,11.966,17.871,11.396,6.426,23.932,28.715,31.054,24.096,8.547,7.831,1.709,2.61,11.396,12.45
08W126,08,W,49,305.0,933.0,15.738,16.807,9.836,7.143,34.754,28.151,24.918,24.37,4.262,8.613,1.967,2.941,8.525,11.975
08W127,08,W,49,313.0,1124.0,17.252,21.645,14.377,8.009,26.198,20.13,22.684,22.727,5.751,11.688,1.278,3.463,12.46,12.338
08W128,08,W,49,282.0,913.0,13.475,22.563,12.766,8.635,26.95,18.942,27.305,26.741,7.092,7.799,0.355,2.228,12.057,13.092
08W129,08,W,49,331.0,992.0,16.616,19.68,10.876,8.009,31.722,26.087,26.888,23.112,4.532,9.84,0.906,3.204,8.459,10.069
08W130,08,W,49,363.0,994.0,17.906,18.996,14.876,9.389,23.967,22.489,25.344,22.926,5.234,10.48,2.755,3.275,9.917,12.445
08W131,08,W,49,207.0,807.0,15.459,22.792,9.179,9.402,27.536,19.088,24.155,25.926,8.696,8.832,3.382,2.849,11.594,11.111
08W201,08,W,50,388.0,1206.0,14.948,18.924,12.629,5.777,38.918,32.669,21.392,23.506,2.062,5.378,2.835,2.191,7.216,11.554
08W202,08,W,50,376.0,1068.0,16.489,17.481,7.181,4.884,31.915,28.535,29.255,25.45,4.521,7.969,1.33,1.542,9.309,14.139
08W203,08,W,50,294.0,901.0,16.327,16.797,12.925,5.078,36.395,32.812,24.49,25.781,3.061,4.688,1.02,1.953,5.782,12.891
08W204,08,W,50,343.0,980.0,14.286,15.574,8.163,5.123,37.901,30.123,27.697,27.459,3.499,6.148,1.749,2.254,6.706,13.32
08W205,08,W,50,325.0,1004.0,9.231,15.675,8.0,4.563,40.0,30.357,26.462,28.968,3.077,5.159,1.846,2.778,11.385,12.5
08W206,08,W,50,295.0,1031.0,13.559,21.016,5.763,5.543,36.61,29.792,28.475,24.018,4.746,6.467,1.356,2.309,9.492,10.855
08W207,08,W,50,305.0,974.0,11.475,16.49,5.902,6.977,31.803,27.061,36.721,26.638,1.967,6.977,2.623,2.114,9.508,13.742
08W208,08,W,50,283.0,975.0,16.961,18.705,8.834,4.556,38.516,28.777,23.675,27.578,3.534,7.434,1.06,2.398,7.42,10.552
08W209,08,W,50,313.0,949.0,14.696,21.717,7.987,4.798,27.796,27.778,32.907,23.232,2.236,7.323,1.917,3.535,12.46,11.616
08W210,08,W,50,290.0,1027.0,18.621,25.243,15.172,6.311,25.172,22.816,22.759,19.175,6.552,8.981,1.724,3.883,10.0,13.592
08W211,08,W,50,313.0,1046.0,17.572,19.182,9.265,7.417,33.866,25.32,22.364,24.041,6.39,8.44,2.556,2.558,7.987,13.043
08W212,08,W,50,335.0,1073.0,19.701,18.164,8.955,6.387,36.119,26.747,25.373,27.944,1.493,4.99,0.896,2.196,7.463,13.573
08W213,08,W,50,328.0,1066.0,12.195,16.022,7.317,4.42,32.927,28.913,32.012,25.783,3.963,7.919,0.915,2.394,10.671,14.549
08W214,08,W,50,347.0,1014.0,13.256,17.105,5.476,5.451,36.023,28.947,33.718,26.316,2.305,6.579,1.441,2.256,7.781,13.346
08W215,08,W,50,416.0,1009.0,12.26,13.32,10.337,8.687,33.654,28.571,30.769,26.255,3.365,7.915,1.202,1.158,8.413,14.093
08W216,08,W,50,387.0,1014.0,12.661,14.684,7.494,7.249,38.501,29.926,26.357,24.721,5.685,8.922,1.034,1.673,8.269,12.825
08W217,08,W,50,407.0,1092.0,12.039,17.073,11.548,5.253,35.381,28.705,25.799,24.765,3.931,9.381,1.474,3.002,9.828,11.82
08W218,08,W,50,357.0,1026.0,15.686,15.838,8.123,5.525,31.933,29.282,27.171,27.256,4.202,8.656,0.84,2.394,12.045,11.05
08W219,08,W,50,371.0,1010.0,14.825,15.534,14.016,4.854,30.189,31.068,23.45,26.99,5.121,7.767,1.617,1.942,10.782,11.845
08W220,08,W,50,348.0,1071.0,13.506,19.612,7.184,5.437,37.931,28.738,22.701,22.33,5.46,6.602,2.586,2.33,10.632,14.951
08W221,08,W,50,316.0,1037.0,13.291,14.943,6.013,2.989,38.291,30.805,27.848,27.586,2.848,6.897,1.582,2.759,10.127,14.023
08W222,08,W,50,282.0,1020.0,8.511,15.952,11.348,3.333,31.915,30.0,34.043,28.095,3.901,6.905,1.064,2.381,9.22,13.333
08W223,08,W,50,238.0,1023.0,20.168,30.133,27.311,11.2,12.185,15.2,21.429,21.333,7.143,8.267,2.101,3.2,9.664,10.667
08W224,08,W,50,323.0,1110.0,17.337,23.81,17.957,10.952,17.957,17.857,26.316,22.381,10.526,9.762,1.548,4.048,8.359,11.19
08W225,08,W,50,318.0,993.0,19.182,28.306,16.038,7.657,28.931,24.362,21.384,17.401,3.774,9.281,1.887,3.248,8.805,9.745
08W226,08,W,50,331.0,951.0,12.387,17.063,4.834,5.832,34.139,28.942,32.024,27.214,4.23,6.263,1.813,1.944,10.574,12.743
08W227,08,W,50,370.0,983.0,16.486,16.97,7.838,7.273,33.784,27.677,25.405,24.242,3.514,6.465,1.892,2.424,11.081,14.949
08W228,08,W,50,277.0,887.0,13.357,18.428,7.942,4.668,31.769,28.747,29.964,27.764,3.61,6.388,1.444,1.966,11.913,12.039
08W229,08,W,50,306.0,1085.0,14.052,17.54,10.131,4.556,32.026,28.702,28.431,28.702,2.941,6.834,0.654,1.367,11.765,12.301
08W230,08,W,50,313.0,931.0,12.141,18.182,7.987,4.091,32.588,27.727,30.351,27.045,5.112,7.045,2.875,2.955,8.946,12.955
08W231,08,W,50,324.0,845.0,16.975,19.652,10.802,6.219,28.704,27.861,28.395,25.871,2.16,5.97,0.926,1.244,12.037,13.184
08W301,08,W,51,332.0,889.0,12.952,16.701,9.337,6.054,40.06,26.931,25.602,21.921,5.12,8.142,1.807,2.505,5.12,17.745
08W302,08,W,51,307.0,917.0,13.029,17.008,9.121,6.557,37.459,26.434,25.081,27.459,4.235,6.148,1.629,2.869,9.446,13.525
08W303,08,W,51,303.0,998.0,15.842,20.087,6.931,5.677,33.003,24.017,29.703,27.074,4.95,7.205,1.98,1.747,7.591,14.192
08W304,08,W,51,345.0,975.0,15.652,19.406,8.696,5.936,37.101,25.114,24.928,26.256,4.928,7.534,0.87,1.142,7.826,14.612
08W305,08,W,51,315.0,991.0,11.111,17.897,10.159,6.04,32.698,25.727,26.984,25.727,3.81,7.606,0.635,1.79,14.603,15.213
08W306,08,W,51,328.0,894.0,18.598,17.602,7.012,6.122,31.402,26.786,25.915,24.49,4.573,7.908,0.61,1.786,11.89,15.306
08W307,08,W,51,287.0,957.0,16.376,18.837,5.575,6.047,30.314,26.512,30.662,24.186,5.226,8.14,1.394,2.093,10.453,14.186
08W308,08,W,51,367.0,981.0,15.259,19.258,11.444,6.265,31.063,27.378,30.245,24.362,3.815,6.961,1.362,2.552,6.812,13.225
08W309,08,W,51,296.0,1148.0,33.784,36.786,22.635,16.068,6.081,8.245,19.932,15.645,6.081,12.896,2.365,3.805,9.122,6.554
08W310,08,W,51,218.0,948.0,34.862,39.589,24.771,15.543,4.128,5.279,12.844,13.196,9.174,16.129,2.294,3.226,11.927,7.038
08W311,08,W,51,350.0,941.0,21.143,35.396,32.571,17.079,14.286,8.168,11.429,13.614,7.714,14.356,3.429,4.208,9.429,7.178
08W312,08,W,51,301.0,1254.0,27.907,34.945,26.246,16.484,4.983,7.253,13.289,10.549,12.957,17.143,2.658,4.176,11.96,9.451
08W313,08,W,51,226.0,1211.0,34.071,39.211,32.743,13.158,4.425,6.053,11.062,14.737,7.965,16.842,1.77,1.842,7.965,8.158
08W314,08,W,51,203.0,1206.0,33.005,32.821,20.69,11.282,5.419,6.923,14.286,15.385,13.3,20.513,2.463,2.308,10.837,10.769
08W315,08,W,51,220.0,1265.0,15.909,19.841,13.636,6.878,19.091,20.635,30.455,25.397,6.364,9.788,2.273,3.704,12.273,13.757
08W316,08,W,51,270.0,993.0,25.556,25.792,27.778,18.552,11.481,10.633,8.519,9.502,12.963,19.91,2.222,5.882,11.481,9.729
08W317,08,W,51,286.0,901.0,24.476,26.35,35.664,19.006,8.392,10.583,6.294,8.207,14.685,19.654,2.448,6.911,8.042,9.287
08W318,08,W,51,296.0,981.0,18.581,27.765,29.054,16.253,21.284,12.415,8.446,9.255,10.135,18.059,4.392,4.74,8.108,11.512
08W319,08,W,51,285.0,1048.0,29.474,29.117,26.667,13.365,9.474,11.217,9.825,11.695,8.07,19.809,3.158,4.535,13.333,10.263
08W320,08,W,51,311.0,1160.0,19.614,27.594,21.865,13.245,16.077,11.038,16.399,13.024,10.611,20.309,1.286,3.974,14.148,10.817
08W321,08,W,51,260.0,1266.0,27.308,23.364,34.231,20.093,5.0,5.374,8.846,9.112,14.615,26.402,1.923,4.439,8.077,11.215
08W322,08,W,51,260.0,1294.0,25.769,31.18,28.846,15.367,9.615,6.682,9.231,10.022,12.692,20.935,2.692,7.35,11.154,8.463
08W323,08,W,51,191.0,922.0,28.796,21.898,26.178,15.085,9.948,11.436,13.613,14.112,7.853,21.411,2.094,4.38,11.518,11.679
08W324,08,W,51,290.0,1198.0,22.759,30.024,20.345,13.317,15.862,10.654,17.586,14.77,8.966,14.528,3.448,4.6,11.034,12.107
08W325,08,W,51,293.0,977.0,13.652,23.478,17.747,10.145,20.819,16.522,20.478,25.217,7.167,9.565,4.096,3.188,16.041,11.884
08W326,08,W,51,331.0,1066.0,15.106,26.5,13.897,6.75,30.816,18.0,28.399,26.5,5.438,8.75,2.719,3.25,3.625,10.25
08W327,08,W,51,496.0,1639.0,21.169,32.464,14.516,13.744,31.855,15.64,18.548,18.72,2.823,7.346,4.435,3.555,6.653,8.531
08W328,08,W,51,270.0,929.0,13.333,23.544,13.333,9.62,31.481,16.962,21.111,24.557,5.926,10.633,2.222,2.785,12.593,11.899
08W329,08,W,51,188.0,809.0,16.489,21.377,15.426,9.783,29.255,16.667,20.213,24.275,4.787,11.594,2.128,2.536,11.702,13.768
08W330,08,W,51,295.0,1036.0,13.559,22.936,12.542,8.028,24.746,17.661,22.712,21.56,8.136,12.385,4.407,2.752,13.898,14.679
08W331,08,W,51,301.0,972.0,16.279,28.767,19.269,13.356,24.917,10.959,20.266,15.068,5.98,15.411,2.99,4.795,10.299,11.644
08W401,08,W,52,302.0,1066.0,29.139,25.732,40.397,20.084,5.629,8.159,5.629,8.787,8.94,22.176,2.649,5.649,7.616,9.414
08W402,08,W,52,315.0,1046.0,26.349,28.753,36.508,15.433,8.571,8.879,2.54,6.765,11.111,23.044,4.127,7.4,10.794,9.725
08W403,08,W,52,327.0,1132.0,21.713,26.476,32.416,16.952,6.116,8.0,8.257,8.19,16.514,21.333,3.364,7.238,11.621,11.81
08W404,08,W,52,286.0,1079.0,29.371,26.243,42.657,22.664,3.846,6.561,3.846,5.567,9.441,22.465,3.846,7.753,6.993,8.748
08W405,08,W,52,294.0,1110.0,25.51,27.206,37.075,23.897,3.401,6.618,5.442,5.331,13.946,21.691,4.082,8.088,10.544,7.169
08W406,08,W,52,348.0,1189.0,27.011,26.891,36.494,20.168,6.609,8.193,5.46,7.353,14.08,21.218,2.874,7.353,7.471,8.824
08W407,08,W,52,281.0,1165.0,23.843,27.922,37.011,22.078,6.762,7.359,6.762,7.143,13.523,20.563,4.626,7.576,7.473,7.359
08W408,08,W,52,289.0,878.0,21.453,27.373,33.564,23.4,12.457,7.947,8.304,7.506,13.149,17.439,2.768,8.168,8.304,8.168
08W409,08,W,52,357.0,952.0,22.129,27.049,47.619,26.025,5.322,7.582,5.322,6.967,8.683,18.033,4.762,7.582,6.162,6.762
08W410,08,W,52,372.0,1003.0,22.849,25.549,47.581,31.138,8.333,7.385,4.57,5.788,7.258,18.563,3.763,6.986,5.645,4.591
08W411,08,W,52,331.0,1003.0,18.429,25.794,55.891,30.952,4.532,6.944,2.719,5.357,8.157,19.048,5.74,7.143,4.532,4.762
08W412,08,W,52,297.0,1053.0,21.212,26.923,43.771,27.137,5.724,5.983,5.724,4.06,11.785,20.513,1.684,7.906,10.101,7.479
08W413,08,W,52,304.0,1083.0,29.276,28.908,40.132,22.912,4.605,5.782,4.605,6.638,9.868,18.844,2.632,8.565,8.882,8.351
08W414,08,W,52,282.0,967.0,32.979,29.245,38.652,22.642,4.965,6.132,4.965,5.896,8.156,19.104,3.191,8.019,7.092,8.962
08W415,08,W,52,317.0,1287.0,26.498,25.11,38.486,24.009,4.101,3.965,3.47,5.066,14.826,25.11,4.416,8.59,8.202,8.15
08W416,08,W,52,339.0,1098.0,26.254,24.847,41.593,23.829,3.245,7.943,3.54,4.277,14.454,23.422,4.72,8.35,6.195,7.332
08W417,08,W,52,306.0,1042.0,30.392,30.87,39.869,24.13,2.288,3.478,6.209,8.261,11.111,18.696,1.961,7.391,8.17,7.174
08W418,08,W,52,285.0,1067.0,22.807,32.579,48.421,22.851,3.86,3.846,7.719,8.371,8.421,17.421,3.509,7.466,5.263,7.466
08W419,08,W,52,366.0,1175.0,30.874,28.835,38.525,23.66,3.005,4.806,6.011,6.285,13.388,21.627,3.552,6.1,4.645,8.688
08W420,08,W,52,307.0,1045.0,26.384,29.187,34.528,22.967,4.235,5.502,5.863,5.981,16.612,20.335,3.909,8.373,8.469,7.656
08W421,08,W,52,200.0,1077.0,35.5,31.629,27.0,20.128,4.0,3.834,9.5,9.904,12.0,19.808,2.5,4.792,9.5,9.904
08W422,08,W,52,280.0,1058.0,28.571,32.488,39.643,23.041,4.286,5.76,6.429,4.378,12.857,20.046,1.071,5.3,7.143,8.986
08W423,08,W,52,302.0,897.0,31.788,30.263,35.762,21.711,2.98,4.605,7.616,7.566,10.265,22.039,4.636,4.276,6.954,9.539
08W424,08,W,52,269.0,964.0,29.74,28.809,33.829,17.729,3.717,6.371,4.833,11.634,18.587,22.161,2.602,4.155,6.691,9.141
08W425,08,W,52,237.0,1085.0,21.519,29.095,32.068,14.181,4.641,5.379,8.439,9.046,21.519,26.161,2.11,5.868,9.705,10.269
08W426,08,W,52,236.0,877.0,21.61,29.703,42.797,22.772,3.814,8.251,5.508,5.281,14.831,16.832,5.508,8.581,5.932,8.581
08W427,08,W,52,277.0,1022.0,23.827,28.668,44.404,21.219,5.054,5.643,2.166,6.546,15.523,21.445,3.971,7.675,5.054,8.804
08W428,08,W,52,314.0,1063.0,30.255,28.664,36.943,20.043,2.548,5.172,4.14,6.897,14.65,23.491,3.503,7.543,7.962,8.19
08W429,08,W,52,297.0,864.0,28.956,29.724,39.731,20.046,3.03,4.378,2.694,5.991,16.835,25.576,2.02,5.76,6.734,8.525
08W430,08,W,52,285.0,908.0,21.754,31.472,54.035,21.574,3.86,4.822,3.158,5.076,8.772,23.604,3.158,5.584,5.263,7.868
08W431,08,W,52,261.0,1194.0,32.184,31.063,24.521,16.349,7.28,7.629,9.579,8.992,16.475,21.526,3.448,5.177,6.513,9.264
08W501,08,W,53,262.0,1066.0,22.137,28.238,36.26,24.204,12.977,12.739,7.634,7.219,9.924,12.951,3.817,8.068,7.252,6.582
08W502,08,W,53,358.0,1019.0,23.184,28.974,24.581,17.103,15.642,12.274,12.849,9.658,11.732,16.901,3.631,5.231,8.38,9.859
08W503,08,W,53,309.0,842.0,28.155,27.253,22.977,14.378,17.152,20.386,10.68,11.159,8.091,12.446,3.236,5.579,9.709,8.798
08W504,08,W,53,377.0,928.0,27.321,28.221,27.586,15.746,23.077,17.587,7.958,10.634,5.04,14.315,3.714,5.521,5.305,7.975
08W505,08,W,53,287.0,986.0,27.526,27.617,30.662,24.499,16.376,12.472,6.272,6.236,8.362,14.031,2.439,6.904,8.362,8.241
08W506,08,W,53,331.0,933.0,22.961,25.949,23.867,18.776,19.033,13.924,7.855,9.494,12.387,16.034,3.021,5.274,10.876,10.549
08W507,08,W,53,265.0,1035.0,28.302,29.561,28.679,13.626,7.925,6.928,6.415,8.083,18.113,24.48,2.264,7.39,8.302,9.931
