adresse,bezirk,art,wkr,gueltig,wber,truth_spd,base_spd,truth_cdu,base_cdu,truth_gruene,base_gruene,truth_linke,base_linke,truth_afd,base_afd,truth_fdp,base_fdp,truth_others,base_others
07W426,07,W,45,369.0,1171.0,19.512,26.871,30.623,17.658,21.951,17.274,11.924,12.284,4.065,11.132,3.794,6.334,8.13,8.445
07W427,07,W,45,373.0,1182.0,21.18,23.333,30.563,16.863,16.086,15.294,10.456,11.176,10.456,17.451,2.413,5.294,8.847,10.588
07W428,07,W,45,382.0,1154.0,18.325,25.408,23.298,13.067,26.44,23.23,12.042,13.612,5.497,9.619,2.88,5.445,11.518,9.619
07W501,07,W,46,329.0,1142.0,15.198,27.326,32.219,17.829,12.462,13.566,12.158,8.14,10.334,15.504,5.167,5.814,12.462,11.822
07W502,07,W,46,370.0,1247.0,20.811,27.154,33.514,19.476,15.946,10.3,6.757,7.491,8.378,17.603,5.135,8.052,9.459,9.925
07W503,07,W,46,363.0,1147.0,20.386,26.852,35.537,18.889,11.57,13.333,5.234,8.333,9.642,14.815,4.959,6.111,12.672,11.667
07W504,07,W,46,372.0,1176.0,18.548,26.777,32.258,19.008,13.441,13.223,8.871,8.264,8.065,15.207,5.108,5.785,13.71,11.736
07W505,07,W,46,360.0,1295.0,20.833,27.412,38.333,19.956,7.222,10.088,6.111,8.333,12.222,16.447,3.333,6.14,11.944,11.623
07W506,07,W,46,328.0,1118.0,22.561,28.862,35.671,20.122,9.146,11.585,8.232,10.366,8.232,13.415,5.488,5.081,10.671,10.569
07W507,07,W,46,373.0,1205.0,20.375,26.755,24.933,20.304,18.231,12.903,9.383,8.729,13.137,14.231,1.877,6.262,12.064,10.816
07W508,07,W,46,407.0,1230.0,19.165,25.039,37.346,23.622,14.005,12.598,7.862,8.504,8.108,13.701,4.668,6.142,8.845,10.394
07W509,07,W,46,340.0,1182.0,22.059,25.887,28.824,22.129,13.235,11.273,10.882,8.559,11.471,16.284,3.235,6.681,10.294,9.186
07W510,07,W,46,323.0,1141.0,18.885,23.69,31.889,21.868,15.17,10.706,7.74,8.656,13.003,17.995,6.811,7.973,6.502,9.112
07W511,07,W,46,389.0,1221.0,20.823,27.222,37.018,18.519,13.111,10.37,5.656,7.037,11.054,17.593,4.113,8.519,8.226,10.741
07W512,07,W,46,334.0,1028.0,21.257,28.513,40.419,20.163,5.988,8.961,6.287,5.906,12.275,18.33,5.09,8.147,8.683,9.98
07W513,07,W,46,319.0,1083.0,19.122,27.639,32.288,22.841,9.404,8.445,6.583,5.566,16.614,17.466,4.075,8.061,11.912,9.981
07W514,07,W,46,246.0,1187.0,17.886,28.429,35.366,21.074,17.886,10.537,8.537,9.742,9.756,14.314,3.659,6.759,6.911,9.145
07W515,07,W,46,363.0,1248.0,18.182,26.742,35.262,21.469,13.499,9.605,5.51,8.851,12.397,14.878,3.857,8.286,11.295,10.169
07W516,07,W,46,393.0,1146.0,18.83,25.197,39.695,21.85,10.178,9.449,9.924,9.646,7.379,16.929,4.326,6.102,9.669,10.827
07W517,07,W,46,406.0,1279.0,16.749,23.419,37.931,22.735,11.823,9.744,4.68,9.402,12.069,18.974,3.448,5.128,13.3,10.598
07W518,07,W,46,345.0,1084.0,19.71,27.143,41.449,23.469,9.855,7.959,4.928,5.51,10.725,19.184,4.058,9.592,9.275,7.143
07W519,07,W,46,339.0,1077.0,16.814,23.095,25.369,12.702,13.569,13.857,16.519,15.473,10.619,17.552,2.95,3.695,14.159,13.626
07W520,07,W,46,279.0,996.0,19.355,23.454,20.789,13.402,19.355,13.66,15.771,14.691,8.602,17.268,3.584,4.381,12.545,13.144
07W521,07,W,46,415.0,1227.0,23.373,26.48,41.446,23.355,7.229,10.362,6.265,6.414,9.639,14.967,4.578,10.197,7.47,8.224
07W522,07,W,46,398.0,1235.0,17.839,27.256,37.94,24.436,11.809,9.398,5.025,6.391,13.819,18.045,4.523,8.835,9.045,5.639
07W523,07,W,46,501.0,1389.0,16.966,26.75,36.327,24.057,9.182,10.413,5.988,6.284,17.166,18.133,3.593,6.463,10.778,7.899
07W524,07,W,46,426.0,1061.0,21.362,26.667,38.028,24.615,13.38,11.538,6.338,7.949,5.634,15.897,5.164,6.923,10.094,6.41
07W525,07,W,46,318.0,1140.0,22.956,26.176,36.478,28.425,9.119,10.838,5.031,6.953,12.264,15.133,8.176,7.975,5.975,4.499
07W526,07,W,46,321.0,1078.0,15.888,24.906,47.352,31.321,10.903,10.0,3.427,4.906,8.723,15.849,9.034,8.679,4.673,4.34
07W527,07,W,46,561.0,1192.0,27.094,26.557,48.307,32.623,4.991,9.016,2.674,5.246,8.556,14.918,3.743,7.869,4.635,3.77
07W528,07,W,46,311.0,981.0,20.9,23.441,43.087,30.323,8.36,10.753,3.859,4.731,11.576,16.129,4.18,9.247,8.039,5.376
07W601,07,W,47,321.0,1144.0,26.168,27.019,40.187,31.278,7.788,7.342,4.361,4.552,9.969,13.656,5.919,11.16,5.607,4.993
07W602,07,W,47,399.0,1085.0,19.799,23.03,41.855,27.475,11.529,9.697,4.762,5.455,6.266,15.152,7.769,9.495,8.02,9.697
07W603,07,W,47,457.0,1273.0,19.037,25.439,41.357,26.754,5.689,9.795,3.72,4.24,14.223,16.959,5.033,7.895,10.941,8.918
07W604,07,W,47,331.0,978.0,14.199,19.956,44.713,28.947,6.647,7.456,4.834,8.114,14.804,18.86,3.625,8.772,11.178,7.895
07W605,07,W,47,373.0,1246.0,17.158,22.028,44.236,29.545,8.579,7.517,5.094,7.168,13.673,18.531,3.753,8.217,7.507,6.993
07W606,07,W,47,346.0,1224.0,19.075,24.765,44.509,29.831,8.382,6.942,4.624,5.441,14.162,18.011,2.89,7.129,6.358,7.88
07W607,07,W,47,300.0,1093.0,19.333,27.119,37.667,23.245,4.0,6.053,5.667,7.022,17.0,17.918,5.333,10.412,11.0,8.232
07W608,07,W,47,304.0,1166.0,20.066,26.4,38.158,23.0,3.618,5.6,4.934,7.2,22.697,22.8,2.961,7.0,7.566,8.0
07W609,07,W,47,364.0,1217.0,15.934,25.933,36.538,24.44,5.22,6.157,5.769,5.97,28.022,19.03,2.747,7.09,5.769,11.381
07W610,07,W,47,374.0,1151.0,20.588,26.419,42.781,24.462,4.545,6.262,4.813,6.458,12.299,20.744,5.882,7.045,9.091,8.611
07W611,07,W,47,297.0,1084.0,19.865,27.626,35.354,19.635,5.387,4.795,5.724,10.046,19.865,22.603,4.377,4.11,9.428,11.187
07W612,07,W,47,411.0,1232.0,19.221,25.0,40.389,27.431,12.652,10.069,3.65,4.688,9.246,16.667,6.569,8.507,8.273,7.639
07W613,07,W,47,447.0,1130.0,21.477,24.272,38.031,29.45,11.186,12.298,5.369,5.34,8.501,15.372,7.606,8.738,7.83,4.531
07W614,07,W,47,300.0,1178.0,13.333,27.826,28.667,20.652,7.667,5.0,8.333,9.348,26.333,22.391,3.333,4.783,12.333,10.0
07W615,07,W,47,464.0,1205.0,18.534,21.88,44.828,32.305,14.224,13.803,2.371,4.699,8.19,12.775,6.466,8.957,5.388,5.58
07W616,07,W,47,317.0,1185.0,20.505,20.529,47.003,31.726,11.356,13.375,2.208,5.443,8.517,13.686,4.732,10.575,5.678,4.666
07W617,07,W,47,440.0,1209.0,16.364,26.38,51.818,30.982,9.545,8.896,5.0,5.215,7.5,15.031,5.455,9.663,4.318,3.834
07W618,07,W,47,379.0,1121.0,20.58,28.247,39.314,23.505,5.277,6.392,5.013,5.773,17.15,19.588,5.013,8.041,7.652,8.454
07W619,07,W,47,338.0,1189.0,23.964,27.841,36.686,24.242,5.621,7.386,6.509,5.682,15.976,19.129,1.479,8.333,9.763,7.386
07W620,07,W,47,407.0,1155.0,21.867,25.719,40.786,26.259,10.811,10.971,4.177,5.396,12.285,16.187,4.668,8.813,5.405,6.655
07W621,07,W,47,399.0,1110.0,16.541,21.37,48.622,30.506,13.784,12.887,2.757,5.873,6.767,14.519,7.018,10.44,4.511,4.405
07W622,07,W,47,276.0,997.0,21.377,25.895,41.667,30.737,9.783,8.0,4.348,5.474,9.783,15.789,4.348,8.632,8.696,5.474
07W623,07,W,47,423.0,1194.0,19.622,26.11,49.882,29.84,4.255,7.282,7.801,5.861,8.983,16.163,3.31,8.171,6.147,6.572
07W624,07,W,47,335.0,1083.0,20.896,24.9,43.881,31.673,11.343,9.96,3.582,4.582,7.463,14.741,6.866,9.562,5.97,4.582
07W625,07,W,47,404.0,1053.0,17.079,26.499,47.772,32.108,7.673,8.897,4.455,4.642,12.871,14.507,2.723,10.251,7.426,3.095
07W626,07,W,47,378.0,1154.0,17.989,24.957,43.915,27.692,16.138,11.111,2.116,5.983,10.053,14.188,2.91,9.744,6.878,6.325
07W627,07,W,47,241.0,579.0,20.747,25.17,49.378,28.231,12.863,11.224,3.32,5.782,5.394,14.286,4.149,9.864,4.149,5.442
07W628,07,W,47,418.0,1084.0,16.268,18.953,48.325,31.047,11.005,12.816,4.067,6.318,9.091,14.621,3.828,12.455,7.416,3.791
07W701,07,W,48,394.0,1168.0,17.005,19.723,50.0,28.968,8.629,12.018,2.538,4.777,10.66,14.33,6.853,12.481,4.315,7.704
07W702,07,W,48,421.0,1084.0,21.615,20.331,48.694,31.736,6.651,9.917,2.613,4.463,11.876,15.041,4.276,11.405,4.276,7.107
07W703,07,W,48,354.0,1123.0,18.644,20.984,39.831,31.148,9.605,9.508,6.497,4.262,10.734,16.066,6.78,10.492,7.91,7.541
07W704,07,W,48,462.0,1138.0,14.935,21.87,49.134,27.713,14.719,10.518,2.381,4.508,8.442,17.195,5.844,9.683,4.545,8.514
07W705,07,W,48,504.0,1331.0,20.635,24.744,40.079,25.153,15.873,9.202,3.968,7.157,6.746,17.791,5.952,8.998,6.746,6.953
07W706,07,W,48,387.0,1285.0,19.897,25.486,35.917,23.326,3.876,8.855,5.168,6.479,16.537,19.006,4.91,7.343,13.695,9.503
07W707,07,W,48,355.0,1220.0,18.028,26.247,33.803,23.644,7.887,6.941,6.479,9.111,19.155,17.137,4.789,9.111,9.859,7.809
07W708,07,W,48,346.0,1148.0,19.075,28.249,47.688,28.814,7.514,6.403,4.046,7.156,9.249,14.689,4.046,7.721,8.382,6.968
07W709,07,W,48,426.0,1221.0,17.84,24.655,40.376,27.613,8.92,8.087,3.756,7.692,15.258,16.371,6.808,8.876,7.042,6.706
07W710,07,W,48,486.0,1145.0,19.753,17.107,44.444,30.638,11.523,15.552,4.527,7.621,6.996,12.597,5.761,10.109,6.996,6.376
07W711,07,W,48,366.0,1141.0,16.12,19.194,43.169,27.903,12.842,16.29,4.645,7.097,9.836,11.935,5.191,10.968,8.197,6.613
07W712,07,W,48,475.0,1125.0,21.053,20.942,42.105,24.433,17.053,16.754,3.579,6.806,4.211,11.169,6.947,11.867,5.053,8.028
07W713,07,W,48,492.0,1288.0,14.228,21.449,48.374,31.392,13.211,13.636,3.659,3.835,9.756,14.631,4.878,10.085,5.894,4.972
07W714,07,W,48,413.0,1142.0,17.191,24.286,43.099,28.393,4.116,10.893,2.421,4.643,19.128,16.964,4.116,8.036,9.927,6.786
07W715,07,W,48,468.0,1161.0,13.034,21.133,53.632,29.25,8.333,11.179,3.205,4.594,8.761,17.305,7.265,10.26,5.769,6.279
07W716,07,W,48,433.0,1186.0,18.938,21.406,54.503,29.688,7.621,10.625,3.695,4.531,5.312,17.969,4.85,9.531,5.081,6.25
07W717,07,W,48,355.0,1141.0,18.873,22.105,47.042,28.947,6.761,8.421,4.507,5.439,14.93,18.07,3.099,9.649,4.789,7.368
07W718,07,W,48,380.0,1100.0,21.842,23.019,42.632,27.17,3.684,8.113,4.474,5.472,13.421,18.679,5.263,9.434,8.684,8.113
07W719,07,W,48,410.0,1191.0,15.854,22.909,48.537,29.636,5.122,8.545,2.683,4.909,11.951,17.818,8.293,10.182,7.561,6.0
07W720,07,W,48,435.0,1140.0,16.092,22.321,47.126,27.5,9.885,9.464,2.989,5.714,11.494,17.321,5.517,9.821,6.897,7.857
07W721,07,W,48,409.0,1121.0,16.137,23.327,53.79,29.446,6.112,8.987,2.689,3.633,11.247,17.208,4.645,10.899,5.379,6.501
07W722,07,W,48,365.0,1153.0,18.082,23.092,39.452,27.202,10.137,7.241,8.493,5.871,9.589,19.374,6.027,8.219,8.219,9.002
07W723,07,W,48,393.0,1185.0,21.628,22.438,45.547,25.795,5.852,5.83,3.308,6.714,11.45,20.141,5.852,7.42,6.361,11.661
07W724,07,W,48,324.0,1135.0,20.679,24.808,40.741,26.346,5.556,8.077,5.864,4.231,13.889,18.846,3.704,9.231,9.568,8.462
07W725,07,W,48,286.0,1064.0,16.434,22.822,37.413,27.386,4.895,10.788,4.196,4.772,24.476,17.635,2.098,8.299,10.49,8.299
07W726,07,W,48,392.0,1143.0,19.133,23.608,37.755,28.023,10.969,9.405,4.592,5.566,11.99,18.042,7.908,9.597,7.653,5.758
07W727,07,W,48,327.0,963.0,20.183,22.406,43.119,30.896,9.786,10.377,4.587,5.66,9.786,16.745,5.199,8.962,7.339,4.953
07W728,07,W,48,318.0,927.0,22.642,25.771,42.138,27.974,8.805,11.013,3.459,3.965,10.692,18.282,7.233,8.15,5.031,4.846
08B1A,08,B,49,307.0,0.0,20.521,20.225,5.212,16.854,40.717,21.723,23.127,13.858,1.629,10.112,0.977,5.993,7.818,11.236
08B1AA,08,B,49,355.0,0.0,10.423,20.307,6.761,17.241,45.634,21.456,18.31,13.793,2.254,10.345,3.944,6.13,12.676,10.728
08B1AB,08,B,49,318.0,0.0,13.836,20.325,7.233,17.886,49.371,20.325,20.44,13.008,0.629,10.569,1.887,6.504,6.604,11.382
08B1AC,08,B,49,312.0,0.0,14.744,20.532,6.41,17.11,42.308,21.293,24.359,13.688,0.0,10.266,0.962,6.084,11.218,11.027
08B1B,08,B,49,269.0,0.0,14.87,20.472,6.32,17.717,42.751,20.472,21.561,14.173,0.743,10.236,2.23,6.299,11.524,10.63
08B1C,08,B,49,293.0,0.0,11.945,20.543,14.676,17.442,42.321,20.543,19.113,14.341,3.072,10.078,2.048,6.202,6.826,10.853
08B1D,08,B,49,309.0,0.0,9.709,20.229,9.385,17.176,42.395,20.992,26.214,14.504,1.618,9.924,0.971,6.107,9.709,11.069
08B1E,08,B,49,224.0,0.0,10.714,20.635,6.25,17.857,48.661,20.238,21.429,13.889,2.232,10.317,4.464,6.349,6.25,10.714
08B1F,08,B,49,260.0,0.0,13.462,21.053,9.231,18.86,44.615,18.421,18.846,12.719,1.538,10.965,3.077,6.579,9.231,11.404
08B1G,08,B,49,254.0,0.0,12.992,20.779,7.874,18.615,45.669,19.048,16.929,12.987,1.181,10.823,4.724,6.494,10.63,11.255
08B1H,08,B,49,242.0,0.0,11.983,21.162,8.678,18.672,47.107,19.087,19.835,13.278,0.826,10.788,1.653,6.224,9.917,10.788
08B1I,08,B,49,284.0,0.0,19.366,20.611,16.197,17.557,22.183,20.229,23.592,14.122,5.986,10.305,1.761,6.107,10.915,11.069
08B1J,08,B,49,276.0,0.0,18.841,20.611,7.246,17.557,40.217,20.229,22.464,14.122,0.725,10.305,2.174,6.107,8.333,11.069
08B1K,08,B,49,281.0,0.0,12.811,21.053,8.541,18.86,44.484,18.421,24.555,12.719,2.135,10.965,1.068,6.579,6.406,11.404
08B1L,08,B,49,230.0,0.0,11.739,20.961,5.652,19.214,41.304,17.904,26.087,12.664,3.478,11.354,0.435,6.55,11.304,11.354
08B1M,08,B,49,338.0,0.0,13.905,21.076,7.988,19.283,41.42,17.489,22.781,12.556,2.959,11.211,2.071,6.726,8.876,11.659
08B1N,08,B,49,307.0,0.0,12.704,20.717,8.469,17.928,39.088,19.522,26.384,13.546,0.326,10.757,1.629,6.375,11.401,11.155
08B1P,08,B,49,257.0,0.0,17.899,21.401,11.673,18.677,34.63,18.677,22.179,13.23,2.335,10.895,0.389,6.226,10.895,10.895
08B1Q,08,B,49,370.0,0.0,16.216,21.212,10.541,19.481,34.865,17.749,24.324,12.554,2.703,11.255,0.541,6.494,10.811,11.255
08B1R,08,B,49,291.0,0.0,8.591,21.459,9.966,19.313,40.206,18.026,26.46,12.876,2.405,11.159,1.718,6.438,10.653,10.73
08B1S,08,B,49,291.0,0.0,14.777,21.032,12.715,19.048,37.113,18.254,21.993,13.492,3.093,11.111,1.375,6.349,8.935,10.714
08B1T,08,B,49,529.0,0.0,13.233,21.034,9.452,18.621,38.185,19.655,23.629,13.793,3.781,10.0,1.323,6.207,10.397,10.69
08B1U,08,B,49,357.0,0.0,19.888,21.371,24.65,18.952,16.527,18.548,13.165,12.903,9.244,10.887,2.241,6.452,14.286,10.887
08B1V,08,B,49,341.0,0.0,16.716,20.866,18.768,18.898,29.619,18.504,20.821,12.992,3.812,11.024,2.639,6.693,7.625,11.024
08B1W,08,B,49,320.0,0.0,18.438,21.586,10.625,19.383,35.0,17.621,22.188,12.775,1.562,11.454,2.812,6.608,9.375,10.573
08B1X,08,B,49,281.0,0.0,14.235,20.833,16.37,18.939,31.317,18.939,20.996,13.258,2.847,10.985,2.491,6.439,11.744,10.606
08B1Y,08,B,49,317.0,0.0,15.773,20.755,16.404,17.925,34.069,20.44,24.921,14.465,0.946,9.748,2.208,6.289,5.678,10.377
08B1Z,08,B,49,501.0,0.0,13.573,21.071,12.176,18.571,31.337,19.643,25.948,13.929,5.19,10.357,2.595,6.429,9.182,10.0
08B2A,08,B,50,363.0,0.0,14.325,21.171,9.366,19.369,44.628,18.018,20.11,12.613,1.653,11.261,2.755,6.757,7.163,10.811
08B2AA,08,B,50,231.0,0.0,12.121,21.121,5.628,18.966,39.827,18.966,26.407,13.362,1.299,10.776,2.597,6.466,12.121,10.345
08B2AB,08,B,50,204.0,0.0,11.275,21.101,8.333,19.725,35.784,17.431,23.529,12.385,1.961,11.468,3.431,6.881,15.686,11.009
08B2B,08,B,50,280.0,0.0,18.929,20.902,5.0,18.033,44.643,19.672,21.786,13.934,2.857,10.656,2.5,6.148,4.286,10.656
08B2C,08,B,50,248.0,0.0,10.484,20.816,8.065,17.959,43.548,20.0,22.984,13.878,0.403,10.612,0.806,6.122,13.71,10.612
08B2D,08,B,50,246.0,0.0,13.821,20.763,8.943,19.068,38.211,18.644,18.293,13.559,3.659,11.017,2.033,6.356,15.041,10.593
08B2E,08,B,50,239.0,0.0,9.205,20.565,5.439,18.548,46.025,19.355,27.197,14.113,1.674,10.484,3.347,6.048,7.113,10.887
08B2F,08,B,50,298.0,0.0,15.436,21.339,12.081,19.665,38.926,17.992,22.819,13.389,1.678,10.879,2.685,6.276,6.376,10.46
08B2G,08,B,50,265.0,0.0,15.094,21.519,13.585,19.409,27.925,18.143,26.415,13.502,1.887,10.97,3.774,6.329,11.321,10.127
08B2H,08,B,50,535.0,0.0,17.196,21.033,14.019,18.45,37.57,19.557,20.374,15.129,1.308,9.963,1.869,5.904,7.664,9.963
08B2I,08,B,50,296.0,0.0,16.892,21.121,12.162,19.397,37.5,18.534,21.622,13.362,1.689,10.776,1.689,6.466,8.446,10.345
08B2J,08,B,50,266.0,0.0,11.278,21.277,9.774,19.149,39.85,18.723,24.436,13.191,3.383,10.638,1.128,6.383,10.15,10.638
08B2K,08,B,50,273.0,0.0,15.018,20.94,7.692,19.231,41.758,18.803,24.908,13.248,1.832,10.684,1.099,6.41,7.692,10.684
08B2L,08,B,50,227.0,0.0,9.692,21.304,14.097,19.13,46.696,18.696,18.502,13.043,0.881,10.87,0.441,6.522,9.692,10.435
08B2M,08,B,50,263.0,0.0,11.407,21.364,7.985,20.0,50.951,17.727,22.053,12.727,0.38,10.909,1.521,6.818,5.703,10.455
08B2N,08,B,50,243.0,0.0,9.877,20.909,6.584,20.0,46.091,17.727,21.399,13.182,3.704,10.909,2.881,6.818,9.465,10.455
08B2P,08,B,50,231.0,0.0,10.39,20.576,9.524,18.93,33.333,18.93,29.87,13.992,2.597,10.7,2.165,6.584,12.121,10.288
08B2Q,08,B,50,294.0,0.0,11.565,20.833,9.184,18.75,37.075,18.75,22.449,13.75,2.381,10.833,3.061,6.667,14.286,10.417
08B2R,08,B,50,266.0,0.0,14.286,20.747,7.895,18.672,33.835,18.672,25.564,14.108,3.008,10.788,2.256,6.639,13.158,10.373
08B2S,08,B,50,277.0,0.0,14.079,21.277,11.913,18.723,42.599,19.149,18.412,13.617,4.693,10.638,1.083,6.383,7.22,10.213
08B2T,08,B,50,249.0,0.0,9.237,21.659,10.442,19.816,44.177,17.972,20.08,11.982,5.221,11.06,2.41,6.912,8.434,10.599
08B2U,08,B,50,284.0,0.0,28.521,21.074,9.155,19.008,21.479,19.421,26.056,13.636,4.577,10.331,1.761,6.198,8.451,10.331
08B2V,08,B,50,409.0,0.0,16.626,21.245,10.269,17.216,35.941,20.879,24.939,14.652,3.912,9.524,0.733,6.227,7.579,10.256
08B2W,08,B,50,235.0,0.0,11.915,21.61,7.66,18.644,47.66,19.492,21.702,13.559,2.128,10.593,2.553,5.932,6.383,10.169
08B2X,08,B,50,249.0,0.0,13.253,21.339,8.032,18.828,42.972,19.665,26.506,13.389,1.606,10.46,1.606,5.858,6.024,10.46
08B2Y,08,B,50,244.0,0.0,13.934,22.12,11.885,20.276,30.738,17.512,24.59,11.982,4.918,11.06,2.459,6.452,11.475,10.599
08B2Z,08,B,50,386.0,0.0,10.363,21.538,5.699,18.077,41.969,20.769,29.534,14.231,1.036,9.615,2.591,5.769,8.808,10.0
08B3A,08,B,51,498.0,0.0,15.663,21.79,10.843,17.899,40.964,20.233,20.08,14.008,2.61,10.117,1.406,5.837,8.434,10.117
08B3B,08,B,51,265.0,0.0,12.075,21.519,14.717,18.987,35.849,19.409,21.132,13.502,2.642,10.549,1.887,5.907,11.698,10.127
08B3C,08,B,51,242.0,0.0,12.81,21.519,8.264,18.987,41.322,19.409,25.62,13.502,1.24,10.549,1.24,5.907,9.504,10.127
08B3D,08,B,51,267.0,0.0,18.352,21.519,9.363,18.987,38.202,19.409,20.599,13.502,3.745,10.549,1.498,5.907,8.24,10.127
08B3E,08,B,51,421.0,0.0,12.589,21.352,5.226,16.726,40.143,21.708,26.603,15.302,3.088,9.609,2.375,5.694,9.976,9.609
08B3F,08,B,51,239.0,0.0,11.297,21.645,5.439,19.481,51.883,18.615,19.247,12.554,3.347,10.823,1.674,6.494,7.113,10.39
08B3G,08,B,51,496.0,0.0,25.202,24.771,36.895,20.795,10.081,12.844,8.669,11.315,6.855,13.15,3.024,7.339,9.274,9.786
08B3H,08,B,51,406.0,0.0,30.542,25.266,32.02,21.011,8.374,11.968,8.867,11.17,6.158,13.298,2.463,7.447,11.576,9.84
08B3I,08,B,51,512.0,0.0,21.094,22.541,23.438,21.721,17.969,17.213,15.039,11.475,8.398,11.475,1.953,6.148,12.109,9.426
08B3J,08,B,51,523.0,0.0,25.048,23.106,32.314,22.348,16.061,15.53,6.119,10.606,6.119,12.5,2.677,7.197,11.663,8.712
08B3K,08,B,51,430.0,0.0,26.279,24.286,29.302,20.857,15.581,14.286,11.628,10.286,4.651,13.429,3.023,7.714,9.535,9.143
08B3L,08,B,51,256.0,0.0,25.781,22.957,39.844,21.012,4.688,15.564,3.125,10.895,11.328,12.451,4.297,7.004,10.938,10.117
08B3M,08,B,51,233.0,0.0,26.609,22.619,34.335,20.635,8.584,16.27,7.296,11.508,8.584,12.302,4.721,6.746,9.871,9.921
08B3N,08,B,51,500.0,0.0,20.0,22.867,30.0,20.478,16.4,16.041,12.4,11.604,7.4,12.628,3.0,6.826,10.8,9.556
08B3P,08,B,51,425.0,0.0,19.765,22.727,20.0,20.28,22.588,16.084,20.0,11.538,5.176,12.587,4.0,6.993,8.471,9.79
08B3Q,08,B,51,459.0,0.0,15.251,22.483,15.686,20.134,25.054,18.121,22.876,12.752,6.536,10.738,2.179,5.369,12.418,10.403
08B3R,08,B,51,445.0,0.0,22.472,22.269,16.18,20.588,33.708,17.647,15.056,12.185,2.472,11.345,1.798,5.882,8.315,10.084
08B3S,08,B,51,352.0,0.0,14.773,22.594,13.068,20.502,31.25,17.573,20.455,12.134,3.977,11.297,3.125,5.858,13.352,10.042
08B4A,08,B,52,320.0,0.0,26.875,22.308,42.812,22.692,9.062,15.769,5.625,11.154,4.688,12.308,3.438,6.923,7.5,8.846
08B4B,08,B,52,521.0,0.0,25.528,24.013,35.509,23.684,11.132,14.474,6.142,9.539,9.405,13.487,3.839,7.237,8.445,7.566
08B4C,08,B,52,378.0,0.0,31.217,23.108,46.825,21.912,4.497,15.538,1.587,10.757,9.259,12.351,3.175,7.171,3.439,9.163
08B4D,08,B,52,279.0,0.0,26.165,23.529,49.104,21.961,5.735,15.294,3.943,10.588,7.885,12.549,3.943,7.059,3.226,9.02
08B4E,08,B,52,340.0,0.0,24.706,22.963,37.059,22.963,9.118,15.556,3.824,10.0,8.529,13.333,6.176,7.407,10.588,7.778
08B4F,08,B,52,403.0,0.0,26.055,22.78,44.417,22.78,7.444,15.444,3.97,10.425,6.7,13.127,4.963,7.336,6.452,8.108
08B4G,08,B,52,553.0,0.0,21.881,23.955,46.112,25.905,7.414,13.37,3.797,8.357,8.861,13.092,5.787,8.078,6.148,7.242
08B4H,08,B,52,334.0,0.0,26.347,22.925,51.497,23.32,4.192,15.415,3.293,10.277,6.287,12.253,4.491,7.115,3.892,8.696
08B4I,08,B,52,388.0,0.0,21.907,22.957,53.608,23.346,5.412,15.175,1.804,10.117,7.216,12.451,4.897,7.393,5.155,8.56
08B4J,08,B,52,350.0,0.0,26.571,22.689,51.429,22.689,5.429,15.966,4.0,10.504,6.0,12.185,2.857,7.143,3.714,8.824
08B4K,08,B,52,309.0,0.0,31.392,23.704,40.129,22.963,6.149,14.444,6.149,9.63,7.12,12.963,1.618,7.778,7.443,8.519
08B4L,08,B,52,254.0,0.0,29.134,22.87,44.488,21.525,4.724,16.143,3.543,10.762,5.906,12.556,5.118,6.726,7.087,9.417
08B4M,08,B,52,234.0,0.0,26.923,24.46,45.726,21.583,4.274,14.388,4.274,10.072,9.402,14.029,3.419,7.194,5.983,8.273
08B4N,08,B,52,280.0,0.0,31.786,23.792,39.643,22.677,6.071,14.498,2.857,9.665,7.143,13.011,5.714,7.807,6.786,8.55
08B4P,08,B,52,215.0,0.0,35.814,23.695,36.744,22.892,2.791,14.859,2.326,10.04,9.767,12.851,3.256,7.229,9.302,8.434
08B4Q,08,B,52,312.0,0.0,35.256,23.6,42.308,22.8,6.41,14.8,3.526,10.0,5.449,13.2,1.603,7.2,5.449,8.4
08B4R,08,B,52,272.0,0.0,33.824,23.944,40.809,22.887,1.471,14.085,3.676,9.155,7.721,13.38,4.412,8.099,8.088,8.451
08B4S,08,B,52,221.0,0.0,31.674,23.111,50.226,21.333,2.715,16.0,2.262,11.111,5.43,12.444,1.357,6.667,6.335,9.333
08B4T,08,B,52,281.0,0.0,30.961,24.653,34.875,22.569,3.203,13.889,7.829,9.375,13.167,14.236,3.559,7.639,6.406,7.639
08B4U,08,B,52,220.0,0.0,32.727,23.256,34.545,22.868,2.727,14.729,3.636,10.078,15.455,12.791,1.818,7.364,9.091,8.915
08B4V,08,B,52,412.0,0.0,33.738,25.867,35.68,24.0,2.913,12.267,2.913,8.267,11.165,14.933,2.913,6.667,10.68,8.0
08B4W,08,B,52,350.0,0.0,24.286,23.985,41.429,23.616,5.714,14.391,3.714,9.594,12.857,13.284,3.714,7.38,8.286,7.749
08B4X,08,B,52,249.0,0.0,34.137,23.009,40.964,21.681,3.213,15.929,1.606,10.619,8.434,12.389,4.016,7.08,7.631,9.292
08B4Y,08,B,52,266.0,0.0,34.962,22.907,38.346,22.026,2.256,15.859,3.008,10.573,10.902,12.335,1.128,7.048,9.398,9.251
08B4Z,08,B,52,373.0,0.0,32.708,24.823,42.359,23.05,4.558,14.184,1.609,9.574,5.898,13.83,3.485,6.383,9.383,8.156
