party,name,birth_year,birth_place,residence,profession,source
spd,Dr. Armin Willingmann,1963,Dinslaken,Wernigerode,"Minister für Wissenschaft, Energie, Klimaschutz und Umwelt des Landes Sachsen-Anhalt",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Dr. Christine Fuhrmann,1967,Bayreuth,Halle (Saale),Landschaftsarchitektin,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Dr. Falko Grube,1977,Magdeburg,Magdeburg,Landtagsabgeordneter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Dr. Katja Pähle,1977,Wippra,Halle (Saale),Soziologin,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Elrid Pasbrig,1974,Zerbst,"Biederitz, OT Gübs",Mitglied des Landtages,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Eric Böllstorf,1999,Seehausen (Altmark),Hansestadt Osterburg (Altmark),Sozialarbeiter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Felix Giesa,1993,Tübingen,Osternienburger Land,Ingenieur,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Florian Fahrtmann,1983,Wernigerode,Ilsenburg (Harz),Geschäftsführer,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Friedrich Klaus Ruschke,2005,Sangerhausen,"Sangerhausen, OT Riestedt",Student,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Friedrich Ruschke,2005,Sangerhausen,Sangerhausen,Student,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Ines Seeger,1962,Wippra,Schkopau,Heilpädagogin,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Jens Mende,1987,Hohenmölsen,Lützen,Diplom-Ingenieur,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Julia Brandt,1984,Wernigerode,Magdeburg,Master of Laws (LL.M.) Nachhaltigkeitsrecht,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Juliane Kleemann,1970,Sangerhausen,Hansestadt Osterburg (Altmark),"Mitglied des Landtages, Theologin",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Julius Neumann,1998,Halle (Saale),Halle (Saale),Wirtschaftsingenieur,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Katharina Kohl,1992,Heilbad Heiligenstadt,Halle (Saale),Lehrerin,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Katrin Gensecke,1972,Erfurt,"Niedere Börde, OT Gersdorf",Mitglied des Landtages,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Larissa Wallner,1984,Zelinograd (Kasachstan),Dessau-Roßlau,Sozialarbeiterin im Gewaltschutz,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Nadine Hillecke,1988,Halberstadt,Quedlinburg,leitende Ergotherapeutin,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Nils Johannson,1987,Northeim,"Huy, OT Dingelstedt am Huy",Beamter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Paul Kley,2005,Weißenfels,Weißenfels,Student,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Philipp Morgner,1989,Weißenfels,Magdeburg,Schuldirektor,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Ralph Blümel,1986,Leipzig,Magdeburg,Angestellter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Ralph Günter Blümel,1986,Leipzig,Magdeburg,Angestellter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Raphael Coccejus,2004,Sangerhausen,Allstedt,Bankkaufmann,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,René Wölfer,1982,Magdeburg,Schönebeck (Elbe),Leitender Angestellter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Seluan Al-Chakmakchi,1978,"Bagdad, Irak",Barby,Angestellter im öffentlichen Dienst,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Skady Luisa Herkenrath,1998,Wernigerode,Oberharz am Brocken,Studentin/Studentische Mitarbeiterin,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Stefan Schneider,1990,Zeitz,Zeitz,kaufmännischer Angestellter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Stephan Scherf,1978,Halle (Saale),Halle (Saale),Polizeibeamter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Thorben Nick Rehak,2007,Magdeburg,"Niedere Börde, OT Vahldorf",Auszubildender,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Timm Haußen,1988,Stendal,Tangermünde,IT-Projektleiter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Tina Führer,1986,Lutherstadt Eisleben,Oranienbaum-Wörlitz,Teamleitung im Einzelhandel,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Tobias Böttcher,1989,Zerbst,Zerbst/Anhalt,kaufmännischer Angestellter,https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
spd,Yves Metzing,1974,Aschersleben,Aschersleben,"Betriebswirt (BA), Geschäftsführer",https://statistik.sachsen-anhalt.de/fileadmin/Bibliothek/Landesaemter/StaLa/startseite/Themen/Wahlen/Tabellen/Auswertung_VOeff_FgMI.xlsx
